account_id,account_district_id,account_frequency
804,64,monthly issuance
923,13,monthly issuance
1744,76,monthly issuance
2890,69,monthly issuance
1233,31,monthly issuance
2719,10,monthly issuance
516,6,monthly issuance
2551,5,monthly issuance
2499,2,monthly issuance
2893,39,monthly issuance
1922,60,monthly issuance
264,15,monthly issuance
3890,50,monthly issuance
6686,61,monthly issuance
3519,52,monthly issuance
3597,1,issuance after transaction
1611,69,monthly issuance
2230,7,monthly issuance
3933,61,monthly issuance
2212,33,monthly issuance
1964,25,monthly issuance
4999,1,monthly issuance
8680,17,monthly issuance
1612,66,monthly issuance
2390,1,monthly issuance
2600,1,monthly issuance
1737,77,monthly issuance
2993,1,weekly issuance
2753,26,monthly issuance
2409,76,monthly issuance
949,58,monthly issuance
3468,32,monthly issuance
3979,37,monthly issuance
296,49,monthly issuance
1836,42,monthly issuance
1111,5,monthly issuance
3680,27,monthly issuance
1916,72,monthly issuance
2473,14,monthly issuance
390,44,monthly issuance
3439,16,monthly issuance
7594,16,monthly issuance
3578,1,monthly issuance
2226,2,monthly issuance
466,71,monthly issuance
3335,35,monthly issuance
620,26,monthly issuance
2074,12,monthly issuance
1380,53,monthly issuance
2304,49,monthly issuance
3754,37,weekly issuance
1102,70,monthly issuance
55,20,monthly issuance
2403,25,monthly issuance
1732,51,monthly issuance
3721,22,monthly issuance
184,77,monthly issuance
691,24,monthly issuance
10233,27,monthly issuance
3358,44,monthly issuance
4,12,monthly issuance
3151,6,monthly issuance
2017,54,monthly issuance
2804,53,monthly issuance
1310,1,monthly issuance
3016,26,monthly issuance
827,36,monthly issuance
959,1,monthly issuance
1585,42,monthly issuance
590,50,monthly issuance
3924,70,monthly issuance
2772,11,monthly issuance
1962,77,monthly issuance
10478,70,weekly issuance
5692,66,monthly issuance
1265,49,monthly issuance
167,29,weekly issuance
2187,9,weekly issuance
3079,18,monthly issuance
3286,8,monthly issuance
230,1,monthly issuance
3193,74,monthly issuance
5593,15,monthly issuance
4088,45,monthly issuance
3409,23,monthly issuance
1216,77,monthly issuance
2491,76,monthly issuance
2498,40,monthly issuance
3366,68,monthly issuance
936,7,monthly issuance
856,2,monthly issuance
718,1,monthly issuance
3698,1,monthly issuance
3462,51,monthly issuance
3881,21,monthly issuance
3709,74,monthly issuance
1349,75,monthly issuance
1886,32,monthly issuance
1897,61,issuance after transaction
1564,48,monthly issuance
2062,70,monthly issuance
141,38,monthly issuance
1763,73,monthly issuance
2611,1,monthly issuance
825,19,monthly issuance
3943,71,monthly issuance
9422,70,monthly issuance
1606,23,monthly issuance
3263,44,monthly issuance
2289,1,monthly issuance
3121,46,monthly issuance
3088,18,monthly issuance
3952,26,monthly issuance
3974,55,monthly issuance
3502,74,monthly issuance
3351,70,monthly issuance
2105,70,monthly issuance
3144,67,monthly issuance
846,72,monthly issuance
357,20,monthly issuance
103,44,monthly issuance
3118,48,monthly issuance
4361,69,monthly issuance
1722,32,monthly issuance
4273,15,monthly issuance
1510,33,monthly issuance
895,24,monthly issuance
840,70,monthly issuance
2263,36,monthly issuance
356,70,monthly issuance
4863,5,monthly issuance
3455,34,monthly issuance
4092,74,monthly issuance
10807,34,monthly issuance
2598,1,monthly issuance
2633,25,monthly issuance
1800,51,monthly issuance
1698,68,monthly issuance
3994,15,monthly issuance
1365,42,monthly issuance
666,27,monthly issuance
9242,57,monthly issuance
4346,25,monthly issuance
3296,67,monthly issuance
2864,54,monthly issuance
1980,49,monthly issuance
1445,60,monthly issuance
821,60,monthly issuance
5591,9,monthly issuance
236,72,monthly issuance
210,48,monthly issuance
3795,36,monthly issuance
865,17,monthly issuance
739,66,monthly issuance
3672,26,monthly issuance
2334,50,monthly issuance
1028,23,monthly issuance
468,49,monthly issuance
853,1,monthly issuance
525,70,monthly issuance
3322,65,weekly issuance
2033,71,monthly issuance
3130,13,monthly issuance
2904,13,monthly issuance
1014,74,monthly issuance
116,8,monthly issuance
10436,60,monthly issuance
4214,1,monthly issuance
824,32,monthly issuance
3743,1,monthly issuance
2192,59,monthly issuance
2406,5,monthly issuance
2889,8,monthly issuance
1369,32,monthly issuance
2767,54,monthly issuance
4008,27,monthly issuance
874,56,weekly issuance
3815,1,monthly issuance
3605,3,monthly issuance
3138,37,monthly issuance
2578,54,monthly issuance
2708,1,monthly issuance
631,68,monthly issuance
1170,25,monthly issuance
2650,72,monthly issuance
7890,23,monthly issuance
3219,1,monthly issuance
3115,14,monthly issuance
208,54,monthly issuance
286,71,monthly issuance
898,71,monthly issuance
2936,3,monthly issuance
3422,21,monthly issuance
10049,17,monthly issuance
1250,62,monthly issuance
1384,74,weekly issuance
2624,31,monthly issuance
3349,47,monthly issuance
1351,40,monthly issuance
2631,1,monthly issuance
7520,9,monthly issuance
10065,76,monthly issuance
708,26,monthly issuance
3917,1,monthly issuance
514,70,monthly issuance
2659,14,monthly issuance
3265,52,issuance after transaction
1832,70,monthly issuance
7565,59,monthly issuance
3308,40,monthly issuance
1932,35,monthly issuance
1521,74,monthly issuance
2909,58,monthly issuance
3706,8,monthly issuance
1847,47,monthly issuance
2335,70,monthly issuance
3041,70,monthly issuance
3116,54,monthly issuance
251,74,monthly issuance
3632,56,weekly issuance
2929,51,monthly issuance
10345,36,monthly issuance
1450,63,monthly issuance
1461,73,monthly issuance
1920,40,monthly issuance
734,5,monthly issuance
8085,73,monthly issuance
1948,64,monthly issuance
3534,59,monthly issuance
278,73,monthly issuance
2012,4,monthly issuance
1020,56,monthly issuance
2986,63,monthly issuance
615,72,monthly issuance
7894,27,monthly issuance
3294,75,monthly issuance
2450,48,monthly issuance
1503,71,monthly issuance
3247,61,monthly issuance
3568,40,monthly issuance
152,1,monthly issuance
5072,6,monthly issuance
1456,9,monthly issuance
1622,19,monthly issuance
10215,38,monthly issuance
2247,24,monthly issuance
2205,51,monthly issuance
1543,1,monthly issuance
1655,41,monthly issuance
3976,74,monthly issuance
1383,11,monthly issuance
439,69,monthly issuance
1550,1,monthly issuance
101,35,monthly issuance
1473,39,monthly issuance
1121,32,monthly issuance
2254,1,monthly issuance
3806,36,monthly issuance
283,44,monthly issuance
2432,8,monthly issuance
3802,44,monthly issuance
3821,18,monthly issuance
3907,37,monthly issuance
3854,8,monthly issuance
3606,1,monthly issuance
1939,6,weekly issuance
5726,17,issuance after transaction
3998,2,monthly issuance
3021,10,monthly issuance
1607,71,monthly issuance
1733,18,monthly issuance
2474,33,monthly issuance
3816,25,monthly issuance
766,3,monthly issuance
695,5,monthly issuance
2287,1,monthly issuance
1358,39,monthly issuance
3019,33,monthly issuance
1641,50,monthly issuance
1624,53,monthly issuance
798,1,monthly issuance
7240,17,monthly issuance
4458,60,monthly issuance
3596,59,monthly issuance
1709,24,monthly issuance
3859,53,monthly issuance
481,72,monthly issuance
1070,62,monthly issuance
3280,1,monthly issuance
689,1,monthly issuance
4488,33,monthly issuance
2246,1,monthly issuance
3301,14,monthly issuance
7997,10,monthly issuance
1542,1,monthly issuance
5395,47,monthly issuance
780,3,monthly issuance
5505,1,monthly issuance
3178,4,monthly issuance
500,56,monthly issuance
3451,52,monthly issuance
1304,40,monthly issuance
3664,1,monthly issuance
3038,10,monthly issuance
951,3,monthly issuance
1529,1,monthly issuance
3027,62,monthly issuance
4342,74,monthly issuance
1582,28,monthly issuance
2730,23,monthly issuance
8896,28,issuance after transaction
1716,46,monthly issuance
986,74,monthly issuance
1192,29,monthly issuance
2116,70,monthly issuance
4127,50,monthly issuance
3791,1,weekly issuance
3531,59,monthly issuance
2994,77,monthly issuance
1328,8,monthly issuance
97,74,monthly issuance
3648,61,monthly issuance
2591,1,monthly issuance
1614,63,monthly issuance
706,49,monthly issuance
2232,1,monthly issuance
2946,54,monthly issuance
2346,27,monthly issuance
3736,54,monthly issuance
3887,62,monthly issuance
1672,5,monthly issuance
1752,68,monthly issuance
1996,6,weekly issuance
1244,68,monthly issuance
1213,36,monthly issuance
3928,24,monthly issuance
1045,3,monthly issuance
302,7,monthly issuance
444,26,monthly issuance
2035,53,monthly issuance
3942,27,weekly issuance
9494,21,monthly issuance
913,59,monthly issuance
3248,77,monthly issuance
51,67,monthly issuance
132,40,issuance after transaction
3512,46,monthly issuance
6792,1,monthly issuance
491,44,monthly issuance
9513,59,monthly issuance
684,49,monthly issuance
3285,43,monthly issuance
3434,32,monthly issuance
2619,20,monthly issuance
6158,67,monthly issuance
1013,59,monthly issuance
3523,65,monthly issuance
136,74,monthly issuance
632,29,monthly issuance
3769,3,monthly issuance
2757,54,monthly issuance
360,32,monthly issuance
9199,72,monthly issuance
2752,74,monthly issuance
10694,73,weekly issuance
76,52,monthly issuance
1924,66,monthly issuance
8772,1,monthly issuance
2505,60,monthly issuance
7542,54,monthly issuance
1074,59,monthly issuance
3495,54,monthly issuance
1904,70,monthly issuance
1040,19,monthly issuance
776,66,monthly issuance
3162,63,weekly issuance
379,32,monthly issuance
3731,70,monthly issuance
1323,43,monthly issuance
580,75,monthly issuance
2805,39,monthly issuance
1399,45,monthly issuance
1210,28,monthly issuance
8972,70,monthly issuance
891,34,monthly issuance
2888,19,monthly issuance
832,42,monthly issuance
1905,34,monthly issuance
7713,50,weekly issuance
4099,54,monthly issuance
3055,15,monthly issuance
1715,60,monthly issuance
1646,1,weekly issuance
612,1,monthly issuance
450,59,monthly issuance
10445,72,monthly issuance
268,3,monthly issuance
3240,35,weekly issuance
877,1,monthly issuance
621,52,monthly issuance
1124,26,monthly issuance
687,27,monthly issuance
3590,57,monthly issuance
3459,76,monthly issuance
2389,40,monthly issuance
2837,46,monthly issuance
2190,41,weekly issuance
3746,70,monthly issuance
2982,19,monthly issuance
9263,68,monthly issuance
1405,53,monthly issuance
1954,72,monthly issuance
1973,71,monthly issuance
3448,58,weekly issuance
1913,48,monthly issuance
958,72,monthly issuance
3199,66,monthly issuance
375,68,monthly issuance
1270,55,issuance after transaction
9548,62,monthly issuance
3522,16,monthly issuance
669,35,monthly issuance
732,38,monthly issuance
4585,27,monthly issuance
171,46,monthly issuance
3676,58,monthly issuance
1082,2,monthly issuance
6699,35,monthly issuance
1219,1,monthly issuance
4803,26,monthly issuance
1528,50,monthly issuance
9510,1,monthly issuance
7926,69,weekly issuance
3591,1,issuance after transaction
1058,47,monthly issuance
1431,41,monthly issuance
181,21,monthly issuance
603,62,monthly issuance
409,1,monthly issuance
3584,55,monthly issuance
93,2,monthly issuance
2104,48,monthly issuance
2710,12,monthly issuance
3957,33,weekly issuance
1869,1,monthly issuance
2397,70,monthly issuance
2603,9,monthly issuance
3723,2,monthly issuance
3668,1,monthly issuance
2400,40,monthly issuance
3015,19,monthly issuance
558,10,monthly issuance
3114,1,monthly issuance
4626,9,monthly issuance
1444,70,monthly issuance
4447,62,monthly issuance
3515,68,monthly issuance
8158,48,weekly issuance
848,31,monthly issuance
1086,37,monthly issuance
2602,46,monthly issuance
4768,39,monthly issuance
507,52,monthly issuance
3647,77,monthly issuance
3180,1,monthly issuance
1271,17,monthly issuance
2870,1,monthly issuance
3645,36,monthly issuance
3239,5,monthly issuance
3485,53,monthly issuance
567,15,monthly issuance
373,67,monthly issuance
2977,28,monthly issuance
488,25,monthly issuance
3120,1,monthly issuance
3801,1,monthly issuance
72,1,weekly issuance
10361,21,monthly issuance
587,19,monthly issuance
1097,67,monthly issuance
3206,38,monthly issuance
3696,1,monthly issuance
2387,70,monthly issuance
3585,1,monthly issuance
2706,47,monthly issuance
2773,38,monthly issuance
1781,10,monthly issuance
962,64,monthly issuance
2395,3,monthly issuance
3227,1,monthly issuance
2295,57,monthly issuance
9631,11,monthly issuance
140,24,monthly issuance
788,12,monthly issuance
2040,75,monthly issuance
1029,26,monthly issuance
3318,62,monthly issuance
2420,35,monthly issuance
3432,1,monthly issuance
6688,16,monthly issuance
3899,22,monthly issuance
1275,32,monthly issuance
1087,55,monthly issuance
1396,46,monthly issuance
3573,59,monthly issuance
3149,57,monthly issuance
1007,1,monthly issuance
4379,44,monthly issuance
2950,62,monthly issuance
3793,5,monthly issuance
3588,33,monthly issuance
878,52,monthly issuance
3864,33,monthly issuance
1266,57,monthly issuance
3089,12,weekly issuance
7181,77,issuance after transaction
1241,53,monthly issuance
1004,70,monthly issuance
2344,13,monthly issuance
2530,74,monthly issuance
170,59,monthly issuance
2319,58,monthly issuance
7033,75,monthly issuance
88,31,monthly issuance
1480,41,weekly issuance
2526,16,monthly issuance
2604,68,monthly issuance
5269,49,monthly issuance
3563,1,monthly issuance
3550,68,monthly issuance
1903,11,monthly issuance
3153,2,monthly issuance
265,19,monthly issuance
2812,18,monthly issuance
1609,41,monthly issuance
2737,69,monthly issuance
7101,54,monthly issuance
313,73,monthly issuance
2593,5,monthly issuance
1232,48,monthly issuance
2108,74,monthly issuance
3694,70,monthly issuance
1289,72,monthly issuance
2445,52,monthly issuance
7733,19,weekly issuance
1758,21,monthly issuance
9859,27,monthly issuance
10711,36,monthly issuance
725,70,monthly issuance
1739,3,monthly issuance
10202,70,monthly issuance
506,67,monthly issuance
955,59,monthly issuance
932,20,monthly issuance
413,18,monthly issuance
3334,67,monthly issuance
2625,48,weekly issuance
2147,28,monthly issuance
984,2,monthly issuance
3848,20,monthly issuance
2825,54,monthly issuance
5602,19,issuance after transaction
1094,35,monthly issuance
690,10,monthly issuance
2945,6,monthly issuance
573,1,weekly issuance
2131,70,monthly issuance
2821,54,monthly issuance
2112,44,monthly issuance
2506,22,issuance after transaction
1078,1,monthly issuance
1895,35,monthly issuance
2961,9,monthly issuance
3426,9,weekly issuance
3204,61,monthly issuance
2887,76,monthly issuance
2468,4,monthly issuance
3350,74,monthly issuance
858,52,monthly issuance
2359,54,monthly issuance
3726,54,monthly issuance
584,31,monthly issuance
392,1,monthly issuance
869,16,monthly issuance
526,67,monthly issuance
571,72,monthly issuance
3946,70,monthly issuance
2573,4,monthly issuance
593,48,monthly issuance
4086,66,monthly issuance
6461,50,monthly issuance
110,36,monthly issuance
9138,26,monthly issuance
5837,5,monthly issuance
971,12,monthly issuance
81,74,monthly issuance
4537,53,weekly issuance
2266,50,monthly issuance
137,70,monthly issuance
3562,50,monthly issuance
1893,48,monthly issuance
2882,44,monthly issuance
5250,8,weekly issuance
7674,1,monthly issuance
11123,39,monthly issuance
1765,18,monthly issuance
847,2,monthly issuance
4618,3,monthly issuance
3543,74,monthly issuance
1471,1,monthly issuance
3472,55,monthly issuance
2407,1,monthly issuance
378,68,monthly issuance
1188,16,monthly issuance
2652,1,monthly issuance
3526,1,monthly issuance
113,55,monthly issuance
3733,33,monthly issuance
683,74,monthly issuance
3494,60,monthly issuance
3518,9,monthly issuance
4320,61,monthly issuance
6495,6,monthly issuance
3511,70,monthly issuance
303,71,monthly issuance
3932,74,monthly issuance
2717,74,monthly issuance
2983,42,monthly issuance
1490,5,monthly issuance
3443,45,monthly issuance
11027,32,weekly issuance
3491,51,monthly issuance
6453,34,monthly issuance
7907,70,monthly issuance
2291,49,monthly issuance
1900,27,monthly issuance
4389,77,monthly issuance
3192,18,monthly issuance
836,46,monthly issuance
3880,3,monthly issuance
7424,68,monthly issuance
1187,55,monthly issuance
25,68,monthly issuance
10954,25,monthly issuance
1571,66,monthly issuance
1160,39,weekly issuance
1985,20,monthly issuance
3359,8,monthly issuance
9646,1,weekly issuance
1906,1,monthly issuance
194,44,monthly issuance
371,12,monthly issuance
9159,64,monthly issuance
3040,17,monthly issuance
4071,64,monthly issuance
2278,1,monthly issuance
2350,18,monthly issuance
4438,48,monthly issuance
2004,42,monthly issuance
2101,9,monthly issuance
3397,49,monthly issuance
1267,43,monthly issuance
2102,41,monthly issuance
1654,30,monthly issuance
2383,68,monthly issuance
2134,52,monthly issuance
1738,15,monthly issuance
1576,35,weekly issuance
3614,19,monthly issuance
2066,25,monthly issuance
2117,48,monthly issuance
436,30,monthly issuance
2329,1,monthly issuance
4442,54,monthly issuance
1325,26,monthly issuance
715,32,monthly issuance
9491,7,weekly issuance
2917,68,monthly issuance
503,1,monthly issuance
2794,74,monthly issuance
2191,1,monthly issuance
2947,57,monthly issuance
2086,70,weekly issuance
3020,3,monthly issuance
1211,49,monthly issuance
2724,11,monthly issuance
963,7,monthly issuance
3749,68,monthly issuance
1223,70,monthly issuance
613,74,issuance after transaction
2149,7,monthly issuance
416,6,monthly issuance
1501,50,monthly issuance
2114,30,monthly issuance
176,71,weekly issuance
3066,74,monthly issuance
911,60,monthly issuance
779,16,monthly issuance
916,1,monthly issuance
271,1,monthly issuance
2439,74,monthly issuance
2210,31,monthly issuance
1885,47,monthly issuance
447,5,monthly issuance
3549,27,monthly issuance
1563,47,monthly issuance
753,31,monthly issuance
2764,53,monthly issuance
2973,23,monthly issuance
2209,65,monthly issuance
2013,54,monthly issuance
1935,38,monthly issuance
382,14,monthly issuance
42,39,monthly issuance
945,18,monthly issuance
8038,47,monthly issuance
967,15,monthly issuance
3741,65,monthly issuance
3311,8,monthly issuance
656,3,monthly issuance
1667,56,monthly issuance
3789,6,monthly issuance
7637,46,monthly issuance
4010,30,monthly issuance
4144,1,monthly issuance
3347,4,monthly issuance
2976,13,monthly issuance
4480,58,monthly issuance
4969,60,weekly issuance
1274,54,weekly issuance
7099,1,monthly issuance
166,17,monthly issuance
1367,74,monthly issuance
2795,11,monthly issuance
2034,54,monthly issuance
2622,1,monthly issuance
10562,51,monthly issuance
1593,16,monthly issuance
3004,11,monthly issuance
617,74,monthly issuance
2746,24,monthly issuance
3427,36,monthly issuance
58,29,monthly issuance
918,60,monthly issuance
324,1,monthly issuance
9826,68,monthly issuance
2094,73,monthly issuance
20,74,monthly issuance
2930,1,monthly issuance
182,47,monthly issuance
1517,5,monthly issuance
4186,1,monthly issuance
3467,17,monthly issuance
1350,21,weekly issuance
10220,44,monthly issuance
2792,1,monthly issuance
1504,1,monthly issuance
3161,48,monthly issuance
987,15,monthly issuance
2360,26,monthly issuance
399,1,monthly issuance
637,49,monthly issuance
3353,74,monthly issuance
4588,12,monthly issuance
10,54,monthly issuance
2113,7,monthly issuance
2677,5,monthly issuance
6062,24,monthly issuance
2065,61,monthly issuance
1894,6,monthly issuance
1117,68,monthly issuance
833,31,monthly issuance
3155,28,monthly issuance
242,69,monthly issuance
812,1,monthly issuance
3774,72,monthly issuance
3272,53,monthly issuance
7990,9,monthly issuance
7262,70,monthly issuance
3504,70,monthly issuance
2347,38,monthly issuance
269,3,monthly issuance
1258,3,monthly issuance
3418,42,issuance after transaction
871,1,monthly issuance
2953,1,monthly issuance
3126,17,monthly issuance
1293,40,monthly issuance
406,63,monthly issuance
4456,14,monthly issuance
174,52,monthly issuance
694,67,monthly issuance
2885,1,monthly issuance
2872,1,monthly issuance
920,58,monthly issuance
1525,57,monthly issuance
1997,74,monthly issuance
1679,68,monthly issuance
7082,57,monthly issuance
1910,60,monthly issuance
5362,76,weekly issuance
1408,10,monthly issuance
125,2,issuance after transaction
2655,1,monthly issuance
2314,2,monthly issuance
297,74,monthly issuance
2914,4,monthly issuance
4405,41,monthly issuance
2084,44,monthly issuance
2045,34,monthly issuance
2058,34,monthly issuance
1190,52,monthly issuance
1067,34,monthly issuance
2629,66,monthly issuance
1774,61,monthly issuance
2156,1,monthly issuance
2349,72,monthly issuance
2614,44,monthly issuance
339,46,weekly issuance
2164,63,monthly issuance
3508,42,monthly issuance
164,60,monthly issuance
1799,9,monthly issuance
1600,1,monthly issuance
3044,72,monthly issuance
3499,51,monthly issuance
1474,63,monthly issuance
2026,64,monthly issuance
1556,54,monthly issuance
6075,19,monthly issuance
1066,16,weekly issuance
2275,1,monthly issuance
5305,47,monthly issuance
1329,53,monthly issuance
3098,1,monthly issuance
4349,74,monthly issuance
2990,30,monthly issuance
3800,30,monthly issuance
3191,72,monthly issuance
2076,18,monthly issuance
1002,50,monthly issuance
8381,14,monthly issuance
1957,33,monthly issuance
3569,1,monthly issuance
10789,75,monthly issuance
831,44,monthly issuance
6083,6,weekly issuance
1669,39,monthly issuance
8268,59,monthly issuance
1063,68,monthly issuance
1532,54,monthly issuance
3179,71,monthly issuance
2906,49,monthly issuance
1538,22,monthly issuance
2640,1,monthly issuance
2921,54,monthly issuance
3431,64,monthly issuance
3967,54,monthly issuance
1173,11,monthly issuance
7632,68,monthly issuance
2339,63,monthly issuance
1100,35,monthly issuance
1484,70,monthly issuance
2801,11,monthly issuance
1113,8,monthly issuance
770,7,monthly issuance
2332,77,monthly issuance
1463,32,monthly issuance
3894,52,monthly issuance
2091,1,monthly issuance
1377,1,monthly issuance
9241,74,monthly issuance
1308,54,monthly issuance
1370,52,monthly issuance
3399,63,monthly issuance
1374,53,monthly issuance
2955,67,monthly issuance
3446,6,issuance after transaction
3339,1,monthly issuance
1631,10,monthly issuance
2869,68,monthly issuance
2083,1,monthly issuance
1823,3,monthly issuance
2561,59,monthly issuance
972,46,monthly issuance
698,71,monthly issuance
2294,46,monthly issuance
2373,14,monthly issuance
241,15,monthly issuance
2483,1,monthly issuance
569,76,monthly issuance
1500,43,monthly issuance
3232,37,monthly issuance
618,1,monthly issuance
1502,1,monthly issuance
10857,50,monthly issuance
692,69,monthly issuance
3843,62,monthly issuance
3158,71,monthly issuance
3071,41,monthly issuance
1586,1,monthly issuance
3913,23,monthly issuance
822,40,monthly issuance
1155,43,monthly issuance
2807,42,monthly issuance
1751,53,monthly issuance
3904,18,monthly issuance
2252,1,monthly issuance
826,44,monthly issuance
1008,13,monthly issuance
1558,32,monthly issuance
2465,57,monthly issuance
814,76,monthly issuance
325,75,monthly issuance
261,54,monthly issuance
2240,36,monthly issuance
2657,55,monthly issuance
7636,40,monthly issuance
3175,50,monthly issuance
1812,31,monthly issuance
10607,52,monthly issuance
2999,66,monthly issuance
921,10,monthly issuance
2934,1,monthly issuance
3394,23,monthly issuance
1777,60,monthly issuance
1003,28,monthly issuance
4090,72,monthly issuance
3249,74,monthly issuance
472,8,monthly issuance
6950,36,monthly issuance
3271,8,monthly issuance
3329,3,monthly issuance
9677,8,monthly issuance
342,64,monthly issuance
536,14,monthly issuance
350,47,monthly issuance
2475,17,monthly issuance
10063,4,weekly issuance
581,26,monthly issuance
2988,66,issuance after transaction
3314,25,monthly issuance
4949,33,monthly issuance
713,58,monthly issuance
11325,62,monthly issuance
8628,2,issuance after transaction
4493,61,issuance after transaction
410,49,monthly issuance
3776,1,monthly issuance
1577,67,monthly issuance
8784,1,monthly issuance
1645,50,monthly issuance
3454,32,monthly issuance
2046,68,monthly issuance
1492,24,monthly issuance
3143,38,monthly issuance
2709,2,monthly issuance
1541,60,monthly issuance
305,34,monthly issuance
3690,67,issuance after transaction
3766,29,issuance after transaction
1745,53,monthly issuance
1090,69,monthly issuance
329,3,monthly issuance
975,1,monthly issuance
5317,28,monthly issuance
6592,1,monthly issuance
1060,6,monthly issuance
473,73,monthly issuance
1464,73,monthly issuance
1819,55,weekly issuance
2502,32,monthly issuance
1888,6,monthly issuance
6902,60,monthly issuance
3877,59,monthly issuance
2290,37,monthly issuance
1330,68,monthly issuance
9037,1,monthly issuance
272,11,monthly issuance
366,1,monthly issuance
1226,1,monthly issuance
2759,46,monthly issuance
1176,19,monthly issuance
1785,52,monthly issuance
5912,45,monthly issuance
199,70,monthly issuance
778,68,monthly issuance
3811,1,monthly issuance
1855,34,monthly issuance
224,15,monthly issuance
281,1,monthly issuance
9201,69,monthly issuance
888,54,monthly issuance
4715,8,monthly issuance
3956,6,monthly issuance
4375,39,monthly issuance
2418,64,monthly issuance
806,13,monthly issuance
65,36,monthly issuance
2279,2,weekly issuance
1478,5,monthly issuance
3228,29,monthly issuance
221,19,monthly issuance
3022,64,monthly issuance
122,31,monthly issuance
6265,5,monthly issuance
1683,77,monthly issuance
6440,1,monthly issuance
926,36,monthly issuance
2685,67,monthly issuance
3557,72,monthly issuance
1663,55,monthly issuance
255,68,monthly issuance
2193,44,monthly issuance
9455,73,monthly issuance
2130,46,monthly issuance
714,23,monthly issuance
3615,46,monthly issuance
1324,42,monthly issuance
431,18,monthly issuance
11328,54,monthly issuance
3626,51,monthly issuance
1899,26,monthly issuance
91,17,monthly issuance
4753,1,monthly issuance
9528,19,monthly issuance
9333,36,monthly issuance
2107,70,monthly issuance
3224,55,monthly issuance
829,59,monthly issuance
511,14,monthly issuance
3560,57,monthly issuance
1555,34,monthly issuance
2160,72,monthly issuance
4383,73,monthly issuance
2517,55,issuance after transaction
3819,69,monthly issuance
6157,34,monthly issuance
1326,52,monthly issuance
4286,43,monthly issuance
3498,31,monthly issuance
2258,3,monthly issuance
3177,74,monthly issuance
1638,6,weekly issuance
3589,5,monthly issuance
2967,38,monthly issuance
3437,1,monthly issuance
4102,60,monthly issuance
2032,36,monthly issuance
570,3,monthly issuance
993,6,monthly issuance
3884,1,monthly issuance
3765,32,monthly issuance
2385,60,monthly issuance
63,22,monthly issuance
1991,1,monthly issuance
3291,45,monthly issuance
3376,58,monthly issuance
1260,5,monthly issuance
1021,42,monthly issuance
48,21,monthly issuance
4069,38,monthly issuance
3564,14,monthly issuance
1320,58,monthly issuance
530,54,monthly issuance
508,74,monthly issuance
341,28,monthly issuance
3256,40,monthly issuance
4033,57,monthly issuance
5878,76,monthly issuance
77,63,monthly issuance
1546,15,monthly issuance
2826,35,monthly issuance
797,57,monthly issuance
513,58,monthly issuance
1549,21,monthly issuance
3093,16,monthly issuance
10905,32,monthly issuance
2234,3,monthly issuance
2285,36,monthly issuance
3809,1,monthly issuance
3517,26,monthly issuance
2264,41,monthly issuance
8688,66,monthly issuance
546,8,monthly issuance
3862,1,monthly issuance
2898,54,monthly issuance
3282,1,monthly issuance
330,42,monthly issuance
1242,74,issuance after transaction
1393,1,monthly issuance
2303,41,monthly issuance
3708,64,monthly issuance
209,37,monthly issuance
8094,67,monthly issuance
2601,70,monthly issuance
7,60,monthly issuance
1347,8,monthly issuance
8523,54,monthly issuance
2398,70,monthly issuance
1712,44,monthly issuance
1943,9,monthly issuance
2090,40,monthly issuance
2636,18,monthly issuance
14,47,monthly issuance
549,5,monthly issuance
143,21,monthly issuance
79,3,monthly issuance
3799,74,monthly issuance
1460,54,monthly issuance
7745,2,monthly issuance
1435,1,monthly issuance
3507,9,monthly issuance
712,72,monthly issuance
10280,69,monthly issuance
1754,52,monthly issuance
805,10,monthly issuance
3377,74,monthly issuance
1296,50,monthly issuance
2916,6,monthly issuance
3018,34,monthly issuance
249,28,monthly issuance
3602,18,monthly issuance
3856,45,monthly issuance
2544,38,monthly issuance
599,54,monthly issuance
2590,47,monthly issuance
2589,10,monthly issuance
2545,1,monthly issuance
1735,42,monthly issuance
3312,30,monthly issuance
2060,13,monthly issuance
2115,8,monthly issuance
24,74,monthly issuance
1083,45,monthly issuance
2286,70,monthly issuance
7176,1,monthly issuance
8225,50,monthly issuance
664,1,monthly issuance
5133,68,weekly issuance
880,26,monthly issuance
1482,38,monthly issuance
3290,19,monthly issuance
2963,31,monthly issuance
1361,46,monthly issuance
3430,9,monthly issuance
11096,28,monthly issuance
3090,1,monthly issuance
5817,77,issuance after transaction
1587,1,monthly issuance
905,35,monthly issuance
980,1,monthly issuance
1218,1,monthly issuance
561,11,monthly issuance
4631,77,issuance after transaction
1055,29,monthly issuance
9153,9,monthly issuance
1368,22,monthly issuance
3452,63,monthly issuance
3450,1,monthly issuance
1557,66,monthly issuance
1316,42,monthly issuance
3893,42,monthly issuance
2873,70,monthly issuance
3962,54,monthly issuance
2376,71,monthly issuance
2995,51,monthly issuance
3984,51,monthly issuance
659,63,monthly issuance
3137,39,monthly issuance
505,64,monthly issuance
1817,10,monthly issuance
3125,37,monthly issuance
2734,53,monthly issuance
2386,12,monthly issuance
3411,19,monthly issuance
4794,72,monthly issuance
2827,70,monthly issuance
3024,1,monthly issuance
1618,6,monthly issuance
6510,74,monthly issuance
7465,1,weekly issuance
1362,1,monthly issuance
3182,6,monthly issuance
