client_id,birth_number,client_district_id,gender
2778,640516,57,Male
2779,480504,29,Male
2780,470116,29,Female
2781,601122,46,Female
2782,400913,31,Male
2783,400620,1,Male
2784,580725,36,Female
2785,620729,22,Male
2786,511102,24,Male
2787,761014,41,Female
2788,511021,49,Female
2789,511225,1,Female
2790,750210,16,Male
2791,211010,60,Male
2794,650122,18,Male
2795,680413,18,Female
2796,740625,15,Male
2797,501105,28,Male
2798,310627,65,Male
2799,611202,4,Female
2800,490826,2,Male
2801,190218,75,Male
2802,661129,1,Female
2803,311012,68,Male
2804,361110,68,Female
2805,640713,73,Male
2806,550701,58,Female
2808,740331,8,Female
2809,790214,33,Male
2810,710728,72,Male
2811,461207,1,Female
2812,700502,55,Female
2813,410410,70,Male
2814,730210,19,Female
2815,300630,35,Male
2816,380315,35,Female
2817,770219,1,Female
2818,630412,54,Male
2819,800812,8,Male
2820,661217,77,Male
2821,801101,45,Female
2822,581019,50,Male
2823,461218,70,Female
2824,410905,39,Male
2825,580329,65,Male
2826,350128,59,Male
2827,230213,63,Male
2828,490710,14,Female
2829,391227,33,Female
2830,741114,51,Male
2831,800709,68,Female
2832,270723,13,Male
2833,230709,13,Female
2834,490523,52,Male
2835,660127,27,Male
2836,190921,38,Female
2837,270521,38,Male
2838,650309,65,Male
2839,280705,72,Female
2840,340514,72,Male
2841,730410,18,Female
2842,580617,74,Male
2843,661006,70,Female
2844,621119,51,Male
2845,520902,7,Male
2846,690317,1,Female
2847,420725,34,Female
2848,390220,34,Male
2849,280402,19,Male
2850,700820,7,Male
2851,390810,54,Male
2852,420628,26,Female
2853,560425,28,Female
2854,490601,16,Male
2855,570726,16,Female
2856,231111,47,Male
2857,270203,33,Male
2858,260212,42,Female
2859,280924,68,Female
2860,580331,28,Male
2862,641007,49,Female
2863,680305,49,Male
2864,520409,51,Female
2865,481118,15,Male
2866,491030,15,Female
2867,600123,1,Female
2868,331214,14,Male
2869,750805,1,Male
2870,591128,29,Male
2871,671123,71,Female
2872,331027,77,Female
2873,750324,16,Female
2874,720910,34,Male
2875,360817,46,Male
2876,770107,1,Male
2877,320429,59,Male
2878,470417,68,Male
2879,770110,40,Male
2880,521230,60,Male
2881,670321,12,Female
2882,311214,70,Male
2883,530226,30,Male
2884,581010,40,Female
2885,651004,1,Female
2886,581003,1,Male
2887,610129,2,Female
2888,780909,1,Female
2889,431205,25,Male
2890,511011,62,Male
2891,570723,62,Female
2892,410321,3,Female
2893,271102,2,Female
2894,480725,70,Female
2895,770517,70,Female
2896,750516,1,Female
2897,250718,40,Male
2898,201017,40,Female
2899,180518,16,Male
2900,230322,18,Male
2901,390109,25,Female
2902,590703,8,Female
2903,591126,8,Male
2904,460518,64,Female
2905,510707,64,Male
2906,341216,5,Male
2907,320922,5,Female
2908,710228,1,Male
2909,361009,26,Male
2910,360928,76,Male
2911,320925,45,Male
2912,250728,45,Female
2913,621227,44,Male
2915,540222,33,Female
2916,720930,1,Male
2917,400118,16,Male
2918,670521,5,Male
2919,700908,5,Female
2920,620623,44,Female
2921,761220,64,Female
2922,400907,43,Male
2923,770321,35,Female
2924,410206,18,Female
2925,470908,18,Male
2926,340211,27,Male
2927,291228,27,Female
2928,320302,38,Male
2929,580310,1,Male
2930,410322,41,Male
2932,400711,1,Female
2933,421212,72,Male
2934,480427,72,Female
2935,440502,61,Female
2936,450311,3,Female
2937,490701,74,Male
2938,210601,8,Female
2939,180213,8,Male
2940,651016,1,Male
2941,510312,38,Male
2942,660603,67,Female
2943,800628,1,Female
2944,430823,71,Female
2945,210602,74,Male
2946,260123,74,Female
2947,570518,19,Female
2948,781120,47,Male
2949,430925,14,Male
2950,440606,46,Male
2951,500831,76,Female
2952,780117,52,Female
2953,360707,3,Male
2954,590812,38,Female
2955,520716,38,Male
2956,390806,23,Male
2957,780307,23,Male
2958,750507,48,Male
2959,571119,54,Male
2960,281219,1,Male
2961,331228,1,Female
2962,381110,1,Male
2963,390329,1,Female
2964,781127,8,Male
2965,180207,30,Female
2966,550220,65,Male
2967,610115,53,Female
2968,620824,40,Male
2969,230422,55,Male
2970,220406,55,Female
2971,771203,1,Female
2972,760114,1,Male
2974,510712,56,Female
2975,430318,33,Female
2976,220803,57,Female
2977,630206,39,Male
2978,480305,33,Female
2979,611222,4,Female
2980,740614,11,Male
2981,490205,16,Female
2982,730323,6,Female
2983,670723,6,Male
2984,630524,60,Female
2985,600413,60,Male
2986,520515,14,Male
2987,460601,14,Female
2988,610521,33,Male
2989,490201,17,Female
2990,380402,32,Female
2991,410731,32,Male
2992,660507,11,Male
2994,630722,18,Male
2995,410615,35,Female
2996,650129,1,Male
2997,410309,1,Female
2998,610402,1,Male
2999,790324,74,Female
3000,280402,41,Female
3001,581007,1,Male
3002,550513,42,Female
3003,730512,69,Female
3004,710713,69,Male
3005,310629,43,Male
3006,730808,22,Female
3007,640411,76,Male
3008,191219,73,Male
3009,570803,62,Female
3010,600112,62,Male
3011,550919,74,Male
3012,551110,70,Female
3013,500318,51,Female
3014,531105,51,Male
3015,520229,73,Male
3016,770823,40,Male
3017,410514,2,Male
3018,780128,61,Male
3019,690923,30,Male
3020,420827,32,Female
3021,610824,1,Male
3022,540922,1,Female
3023,590404,16,Male
3024,290308,60,Male
3025,321227,60,Female
3026,470325,22,Male
3027,590725,62,Male
3028,320423,34,Female
3029,700508,43,Male
3030,760510,68,Female
3031,650905,40,Female
3032,590410,40,Male
3035,641102,27,Male
3036,410331,16,Female
3037,420104,64,Male
3038,460305,6,Female
3039,690601,55,Female
3041,270424,4,Female
3042,680214,18,Female
3043,511115,63,Female
3044,451007,36,Male
3045,500318,10,Female
3046,250122,1,Female
3047,751001,45,Male
3048,230106,16,Female
3049,670406,6,Male
3050,670731,6,Female
3051,280311,65,Male
3054,580428,74,Male
3055,310223,51,Male
3056,590116,38,Female
3057,620305,38,Male
3058,430929,49,Female
3059,771129,61,Male
3060,600518,61,Male
3061,651005,61,Female
3062,300822,41,Female
3063,710129,27,Male
3064,300505,42,Male
3065,210821,24,Female
3066,820309,54,Female
3067,520621,57,Female
3068,540320,57,Male
3069,431023,21,Male
3070,201212,46,Male
3071,670223,38,Female
3072,360414,1,Male
3073,371023,1,Female
3074,581107,1,Male
3075,410505,74,Male
3076,621117,57,Female
3077,340224,50,Female
3078,320131,50,Male
3079,430519,67,Male
3080,510727,5,Female
3081,450302,5,Male
3082,791017,52,Female
3083,710407,41,Male
3084,510824,23,Female
3085,460629,62,Female
3086,480914,62,Male
3087,590921,46,Female
3088,500611,40,Male
3089,740726,46,Male
3090,681117,32,Male
3091,660303,15,Female
3092,671106,59,Female
3093,660221,35,Male
3094,500818,48,Male
3095,530629,36,Male
3096,820227,74,Male
3097,480822,48,Male
3098,380623,17,Male
3099,651113,17,Male
3100,310330,2,Male
3101,411213,1,Male
3102,790216,61,Female
3103,730307,64,Female
3104,820104,4,Female
3105,470817,68,Male
3106,280303,72,Female
3107,601116,30,Male
3108,620226,30,Female
3109,320421,7,Female
3110,310227,54,Male
3111,240207,54,Female
3112,390912,24,Male
3113,711112,60,Female
3114,710224,60,Male
3115,611130,72,Male
3116,510909,28,Male
3117,410622,62,Female
3118,400709,62,Male
3119,360126,50,Female
3120,640602,75,Male
3121,561018,57,Female
3122,590402,57,Male
3123,790725,1,Male
3124,580102,5,Female
3125,221030,10,Female
3126,380113,47,Male
3127,200618,1,Female
3128,440209,69,Female
3129,460801,5,Female
3130,550531,19,Female
3131,350614,1,Female
3132,750324,1,Female
3133,730420,31,Female
3134,380504,1,Male
3135,690106,48,Male
3136,631218,1,Male
3137,470226,70,Male
3138,430812,70,Female
3139,560923,46,Female
3140,590413,46,Male
3141,251109,9,Female
3142,190318,68,Male
3143,440202,21,Female
3144,190804,1,Male
3145,211104,1,Female
3146,480715,1,Male
3147,640426,19,Female
3148,420404,3,Male
3149,350109,3,Female
3150,320724,54,Female
3151,510727,1,Female
3152,361004,1,Male
3153,240617,26,Male
3154,260221,26,Female
3155,730408,44,Female
3156,541102,68,Female
3157,420226,1,Female
3158,401125,1,Female
3159,301027,24,Male
3160,510629,20,Male
3161,801118,66,Male
3162,600517,55,Male
3163,640526,1,Female
3164,620910,1,Male
3165,760901,3,Female
3166,550614,31,Male
3167,430908,48,Female
3170,210221,76,Male
3171,240426,76,Female
3172,511223,64,Male
3173,460418,66,Female
3174,521116,66,Male
3175,500719,64,Female
3176,370707,1,Male
3177,380812,24,Male
3178,690801,25,Female
3179,480312,45,Female
3180,440930,45,Male
3181,430215,27,Male
3182,250422,18,Female
3183,800224,70,Male
3184,591201,5,Female
3185,721126,17,Female
3186,550114,1,Female
3187,520902,7,Male
3188,760519,68,Female
3190,201101,1,Female
3191,751105,56,Female
3192,390714,6,Male
3193,500222,28,Female
3194,750817,51,Female
3195,710613,2,Female
3196,780814,72,Female
3197,580710,1,Male
3198,530305,1,Female
3199,571218,1,Female
3200,541115,1,Male
3201,530806,66,Female
3202,220719,56,Male
3203,590423,1,Female
3204,560326,1,Male
3205,210625,1,Female
3206,210521,1,Male
3207,251203,55,Female
3208,470206,27,Male
3209,390103,27,Female
3210,630830,14,Male
3211,670807,17,Female
3213,411004,1,Male
3214,220512,71,Male
3215,360506,64,Female
3216,591128,58,Male
3217,770502,61,Male
3218,651216,49,Male
3219,591018,49,Female
3220,570217,23,Male
3221,530716,23,Female
3222,770506,21,Male
3225,570317,13,Male
3226,511122,1,Male
3227,501028,59,Female
3228,570222,34,Male
3229,790418,50,Male
3230,820606,1,Female
3231,610603,21,Male
3232,761105,5,Male
3233,801130,1,Male
3234,190804,67,Female
3235,500612,46,Female
3236,600415,28,Female
3239,811116,7,Female
3240,371210,67,Female
3241,340914,26,Male
3242,370304,26,Female
3243,200930,71,Female
3244,330929,72,Male
3245,521202,70,Male
3246,310420,66,Male
3247,580421,69,Female
3248,290802,28,Female
3249,590120,17,Male
3250,620120,17,Female
3251,621228,52,Female
3252,610326,52,Male
3253,460702,70,Male
3254,300213,1,Male
3255,700104,8,Female
3256,760718,49,Male
3257,780511,73,Female
3258,600730,74,Female
3259,501015,71,Male
3260,420908,74,Female
3261,500410,74,Male
3262,410814,61,Female
3264,501020,63,Female
3265,630611,47,Female
3266,601008,47,Male
3267,510826,61,Male
3268,560331,1,Female
3269,741105,2,Male
3270,400122,12,Male
3271,420103,58,Female
3272,200718,9,Female
3273,180102,9,Male
3274,290122,26,Male
3275,240919,26,Female
3276,800321,52,Male
3277,660326,42,Male
3278,620420,42,Female
3279,540804,66,Female
3280,580531,66,Male
3281,501227,74,Male
3282,810902,29,Male
3283,331123,10,Male
3284,360702,2,Male
3285,430917,2,Female
3286,720315,74,Female
3287,780401,74,Male
3288,260128,69,Male
3289,770609,75,Female
3290,690712,11,Female
3291,470123,52,Male
3292,400121,18,Male
3293,530120,1,Female
3294,570308,52,Male
3295,660313,40,Female
3296,690611,23,Male
3297,680417,1,Male
3298,420805,5,Female
3299,610917,76,Female
3300,500629,53,Male
3302,640217,52,Female
3303,650109,52,Male
3304,390831,69,Male
3305,711011,41,Female
3306,480426,27,Male
3307,790701,14,Female
3308,480216,15,Male
3309,420429,15,Female
3310,540213,23,Male
3311,540825,51,Male
3312,711105,70,Female
3313,460210,60,Female
3314,311218,24,Female
3315,340621,24,Male
3316,471215,1,Female
3317,500424,1,Male
3319,790424,1,Female
3320,720214,1,Male
3321,690530,13,Female
3322,480229,31,Male
3323,810222,74,Female
3324,710413,26,Female
3325,630928,26,Male
3326,521226,57,Female
3327,370704,20,Female
3328,661011,24,Male
3329,610320,54,Male
3330,550415,54,Female
3331,700205,70,Female
3332,691115,46,Female
3333,490724,10,Female
3334,670701,1,Male
3335,670210,11,Male
3336,510530,64,Female
3337,520413,53,Male
3338,421129,69,Female
3339,760129,31,Female
3340,760216,54,Male
3341,681220,54,Female
3342,730929,73,Male
3344,610916,42,Male
3345,410127,37,Female
3346,410225,37,Male
3347,360119,11,Male
3348,780214,38,Female
3349,631221,42,Male
3350,500319,30,Male
3351,420915,30,Female
3352,190912,23,Male
3353,190421,23,Female
3354,431028,62,Female
3355,530115,38,Male
3356,740423,73,Male
3357,540721,63,Female
3358,751007,16,Male
3359,450224,1,Male
3360,760831,43,Female
3361,301002,40,Female
3365,660730,1,Female
3366,590212,54,Female
3367,520423,54,Male
3368,521024,14,Female
3369,520416,1,Male
3370,190328,25,Male
3371,191007,25,Female
3372,701030,1,Male
3373,521129,5,Male
3374,600813,5,Female
3375,541106,74,Male
3376,450119,11,Female
3377,380505,11,Male
3378,570421,5,Male
3379,490701,5,Female
3380,780403,74,Female
3381,650901,70,Female
3382,540228,54,Male
3383,560423,54,Female
3384,420803,41,Female
3385,240213,11,Female
3386,400308,49,Female
3387,430814,58,Male
3388,651026,53,Female
3389,670116,39,Female
3390,721117,53,Female
3391,710407,42,Male
3392,751031,1,Female
3393,540824,73,Female
3394,800704,66,Female
3395,621228,4,Male
3396,770303,18,Female
3397,740608,24,Female
3398,690913,24,Male
3399,320225,72,Male
3402,520502,74,Female
3403,571018,74,Male
3404,401011,56,Female
3405,491215,40,Male
3406,470713,40,Female
3407,730413,35,Female
3408,731220,35,Male
3409,190403,36,Male
3410,650216,54,Male
3412,750718,57,Male
3413,691125,57,Female
3414,471017,11,Female
3415,730930,54,Female
3416,780601,35,Male
3417,850318,35,Female
3418,630807,70,Female
3420,790624,66,Male
3421,470305,20,Male
3422,510502,1,Female
3423,710905,12,Female
3424,181114,64,Male
3425,700507,70,Male
3426,780207,73,Male
3427,800616,42,Male
3428,870927,42,Female
3429,411016,46,Male
3430,510925,3,Male
3431,790405,70,Female
3432,731108,15,Male
3433,620907,71,Male
3434,560920,71,Female
3435,450527,4,Female
3436,580218,30,Male
3437,590808,30,Female
3438,420112,43,Male
3439,670127,62,Male
3440,380213,1,Female
3441,580209,75,Male
3443,341206,1,Female
3444,770406,57,Male
3445,790326,17,Female
3446,571001,70,Male
3447,490421,54,Female
3448,541224,1,Male
3449,280321,27,Male
3450,760912,25,Male
3451,740717,19,Male
3452,750828,19,Female
3453,500802,56,Male
3454,491017,11,Female
3455,570228,11,Male
3456,450121,54,Female
3457,230614,75,Female
3458,530630,33,Male
3459,640830,14,Female
3460,651011,14,Male
3461,580222,54,Male
3462,650318,54,Female
3463,790302,1,Female
3464,530114,43,Male
3465,420417,30,Male
3466,360531,1,Female
3467,391206,1,Male
3468,331231,68,Female
3469,750223,1,Female
3470,370423,52,Female
3471,520929,1,Female
3472,460511,70,Female
3473,480521,70,Male
3474,541208,32,Female
3475,570313,19,Male
3476,680105,60,Female
3477,650828,37,Male
3478,260530,1,Male
3479,330919,1,Female
3480,510410,15,Female
3481,571110,15,Male
3482,410209,71,Female
3483,401202,70,Male
3484,720430,44,Male
3485,220527,77,Male
3486,620309,77,Male
3487,590906,1,Male
3488,551009,1,Male
3489,660813,76,Male
3490,201016,19,Male
3491,221118,19,Female
3492,701227,8,Female
3493,650504,69,Female
3494,690702,42,Male
3495,410510,64,Female
3496,490711,64,Male
3497,700911,39,Female
3498,380401,77,Male
3499,690316,19,Male
3500,600607,29,Male
3501,640321,51,Male
3502,520803,54,Male
3503,530114,54,Female
3504,520125,40,Male
3505,771206,20,Male
3506,610820,1,Female
3507,461202,32,Female
3508,701109,38,Male
3509,650213,38,Female
3510,391026,13,Male
3511,630911,74,Male
3512,460525,49,Male
3513,220720,70,Male
3514,180205,70,Female
3515,750102,61,Female
3516,710907,58,Female
3517,530624,68,Female
3518,550902,33,Female
3519,491215,74,Male
3520,280517,8,Female
3521,640720,4,Male
3522,630202,57,Male
3523,640429,6,Male
3524,451120,68,Female
3525,740521,15,Male
3526,770706,15,Female
3527,780811,77,Male
3528,701006,73,Female
3529,730315,54,Male
3530,710918,16,Female
3531,200614,43,Male
3532,350224,56,Male
3533,631201,1,Female
3534,710321,50,Female
3535,730512,37,Male
3536,220820,55,Male
3537,460416,51,Male
3538,440502,1,Female
3539,200831,36,Male
3540,360804,51,Male
3541,340501,51,Female
3542,390902,10,Male
3543,410819,10,Female
3544,610815,1,Female
3545,661101,68,Male
3546,710228,3,Male
3547,240315,1,Female
3548,750503,1,Male
3549,370908,5,Female
3550,690914,54,Female
3552,401116,44,Male
3554,651221,22,Female
3555,680206,22,Male
3556,271127,6,Male
3557,281124,6,Female
3558,280701,54,Female
3559,391023,57,Female
3560,440202,57,Male
3562,310405,1,Male
3563,261122,1,Female
3564,480323,62,Male
3565,620729,44,Male
3566,320219,65,Female
3567,480309,1,Male
3568,410125,1,Male
3569,330409,67,Male
3570,450427,15,Female
3571,700617,25,Male
3572,281218,48,Female
3573,720209,8,Female
3574,460217,19,Female
3575,371012,9,Female
3576,390315,1,Female
3577,421215,31,Female
3578,271020,72,Male
3579,300807,72,Female
3580,290427,6,Female
3581,671223,33,Male
3582,550217,38,Male
3583,420909,15,Female
3584,410325,15,Male
3585,681002,29,Female
3586,430411,60,Male
3587,391201,60,Female
3588,531104,76,Female
3589,610713,73,Female
3590,760923,23,Female
3591,300928,74,Male
3592,250330,74,Female
3594,610507,13,Female
3595,650101,28,Male
3596,750322,74,Male
3597,330817,10,Female
3598,230911,66,Male
3599,310302,66,Female
3600,430726,46,Female
3601,380803,19,Male
3602,401210,19,Female
3603,540613,42,Male
3605,340724,71,Male
3606,580606,63,Male
3607,460729,18,Female
3608,471209,66,Male
3609,551026,66,Female
3610,190508,36,Male
3611,720527,30,Female
3612,620904,19,Female
3613,690212,19,Male
3614,711009,43,Female
3615,740704,1,Male
3616,640414,77,Female
3617,541130,51,Female
3618,530221,54,Male
3619,550809,40,Male
3620,370914,21,Male
3621,390721,66,Male
3622,380417,66,Female
3623,650420,28,Female
3624,820227,1,Female
3627,810608,18,Female
3628,270226,11,Female
3629,471213,42,Male
3630,231128,64,Female
3631,211119,64,Male
3632,430929,15,Female
3633,331014,72,Male
3634,230625,1,Male
3635,210131,1,Female
3636,780519,46,Male
3637,590110,64,Male
3638,431211,49,Female
3639,280417,73,Male
3640,780724,75,Male
3641,790201,75,Female
3642,610827,19,Male
3643,801111,26,Male
3644,510614,75,Male
3645,750226,34,Male
3646,430616,33,Female
3647,480823,33,Male
3648,800103,3,Male
3649,591025,10,Female
3650,180217,64,Male
3651,181001,35,Male
3652,200220,1,Male
3653,170103,1,Female
3654,240301,25,Female
3655,680206,59,Male
3656,250826,62,Female
3657,210518,62,Male
3658,240405,58,Male
3659,301110,42,Female
3660,740709,65,Male
3661,321125,51,Male
3662,310922,27,Male
3663,470625,69,Female
3664,510319,69,Male
3667,710918,70,Male
3668,721223,70,Female
3669,620822,10,Male
3670,800917,44,Female
3671,430716,10,Male
3672,481206,10,Female
3673,511207,1,Female
3674,801110,17,Female
3675,520318,70,Male
3676,651014,10,Female
3677,600916,10,Male
3678,340812,1,Female
3679,310423,72,Male
3680,230407,72,Female
3681,210426,1,Male
3682,240112,1,Female
3683,770222,74,Female
3684,611231,16,Female
3685,740306,74,Male
3686,621011,61,Female
3687,720206,49,Male
3688,750502,49,Female
3689,790712,9,Female
3690,600802,44,Male
3691,650417,18,Male
3693,220331,15,Male
3694,200429,15,Female
3695,341004,55,Male
3696,390411,55,Female
3697,540116,9,Female
3698,710425,44,Male
3699,680808,1,Male
3700,760524,1,Female
3701,540506,73,Female
3702,521127,76,Male
3703,310615,17,Male
3704,620411,69,Male
3705,650604,1,Female
3707,410624,74,Male
3708,580316,46,Female
3709,550503,46,Male
3710,280125,59,Male
3711,680507,25,Male
3712,690530,56,Female
3713,440223,41,Female
3714,531001,8,Female
3716,530415,74,Male
3717,250130,71,Male
3718,290629,71,Female
3719,300830,54,Male
3720,361207,54,Female
3721,541216,64,Female
3722,560429,1,Female
3723,680901,18,Male
3724,250923,57,Female
3727,700113,33,Male
3728,360106,66,Male
3729,410822,66,Female
3730,450807,59,Female
3732,460827,66,Male
3733,460509,1,Female
3734,431202,15,Male
3735,380117,18,Male
3736,320722,18,Female
3737,480430,12,Male
3738,780331,1,Female
3739,560821,3,Female
3740,291103,46,Male
3741,360504,16,Male
3742,611127,56,Female
3743,581106,56,Male
3745,710119,2,Female
3746,750125,66,Male
3747,641202,1,Male
3748,300305,59,Female
3749,430321,65,Female
3750,381003,1,Male
3751,661012,33,Male
3752,610206,33,Female
3753,590414,1,Female
3754,470713,1,Female
3755,510709,37,Female
3756,711003,12,Female
3757,220416,5,Male
3758,630914,53,Female
3759,611012,53,Male
3760,550104,18,Male
3761,750805,48,Male
3762,590218,60,Female
3763,770812,38,Female
3764,780129,38,Male
3765,560124,45,Female
3766,800310,1,Female
3767,360907,14,Male
3768,440304,14,Female
3769,570910,54,Male
3770,250103,35,Female
3771,420327,48,Male
3772,360823,48,Female
3773,640729,33,Female
3774,221029,1,Male
3775,281127,46,Male
3776,780709,74,Male
3777,750904,74,Female
3779,490515,6,Male
3780,771122,37,Male
3781,750312,17,Female
3782,800910,1,Male
3783,680708,1,Female
3784,741108,1,Male
3785,200718,66,Female
3786,200710,13,Male
3787,780507,21,Female
3788,550705,56,Female
3789,641017,66,Male
3790,360828,48,Male
3791,390318,72,Male
3792,720921,74,Male
3793,510620,39,Female
3794,760506,37,Female
3795,820503,12,Male
3796,530629,3,Male
3797,510714,3,Female
3798,541117,1,Female
3799,290324,2,Male
3800,540615,38,Female
3801,480815,38,Male
3802,250728,67,Male
3803,300715,1,Male
3804,330411,1,Female
3805,421220,68,Male
3806,670627,54,Female
3807,471107,33,Female
3808,430124,57,Male
3811,520620,6,Male
3812,670208,1,Male
3813,780825,2,Female
3814,450913,1,Male
3815,690412,28,Female
3816,660126,1,Male
3817,371021,77,Female
3818,420728,71,Male
3819,360524,71,Female
3821,390516,22,Male
3822,531126,48,Male
3823,561208,63,Male
3824,710107,41,Male
3825,650420,41,Female
3826,210308,33,Male
3827,230505,33,Female
3829,720313,59,Male
3830,680224,18,Female
3831,180211,11,Male
3832,250904,11,Female
3833,350301,19,Male
3834,760912,1,Female
3835,310512,50,Female
3836,481121,77,Male
3837,210822,39,Female
3838,291027,65,Male
3839,370705,65,Female
3840,330612,50,Female
3841,190708,26,Male
3842,760626,74,Male
3843,420421,4,Female
3844,631226,71,Female
3845,590509,1,Male
3846,800711,27,Female
3847,590914,6,Female
3848,380814,45,Female
3849,321211,1,Female
3850,570126,45,Female
3851,611120,45,Male
3852,520912,10,Female
3853,800704,59,Female
3854,590830,24,Male
3855,390320,29,Male
3856,440609,1,Female
3857,521203,72,Female
3858,480614,18,Female
3859,410503,18,Male
3860,380410,74,Male
3861,510127,11,Female
3862,470713,40,Female
3863,391027,1,Female
3864,311117,1,Male
3865,771106,75,Male
3866,770703,75,Female
3868,621114,66,Male
3869,460224,17,Female
3870,710808,4,Female
3871,790325,4,Male
3872,300419,8,Male
3873,601216,23,Female
3874,420810,61,Female
3875,300727,1,Female
3876,230522,1,Male
3877,560913,38,Female
3880,610824,29,Female
3881,470507,45,Female
3882,420510,45,Male
3883,650927,18,Male
3884,631118,72,Male
3885,400117,70,Female
3886,650717,8,Female
3887,200117,67,Male
3888,161027,67,Female
3890,581022,3,Male
3891,581214,75,Male
3892,790419,1,Male
3893,691226,1,Male
3894,410121,29,Male
3895,450503,29,Female
3896,231003,5,Male
3897,510328,16,Female
3898,480117,57,Female
3899,190920,55,Female
3900,430923,55,Male
3901,510412,55,Female
3902,491220,65,Female
3903,480318,1,Female
3904,390115,29,Female
3905,350805,29,Male
3906,361223,64,Male
3907,541209,1,Female
3908,291125,73,Male
3909,230916,73,Female
3910,190823,37,Female
3911,521013,31,Female
3912,450307,1,Female
3913,510801,8,Male
3914,200824,52,Female
3915,770105,20,Male
3916,700827,47,Female
3917,671228,47,Male
3918,740110,5,Male
3919,420617,35,Male
3920,250813,44,Female
3921,580121,28,Female
3922,280408,1,Female
3923,351020,1,Male
3924,710109,56,Male
3925,360814,45,Female
3926,721001,54,Male
3927,480223,61,Female
3928,280808,77,Female
3929,571101,74,Male
3930,210117,1,Male
3931,211015,1,Female
3932,391006,59,Male
3933,460907,59,Female
3934,681015,12,Male
3935,391127,71,Male
3936,620408,36,Female
3937,630609,36,Male
3938,800122,27,Male
3939,531106,40,Male
3942,520813,53,Male
3943,451204,1,Male
3944,360101,8,Male
3945,311025,8,Female
3946,750511,1,Male
3947,670525,23,Male
3948,790523,44,Female
3949,740826,44,Male
3950,240321,38,Male
3951,200722,38,Female
3952,651228,52,Female
3953,250609,14,Female
3954,571031,64,Male
3955,600531,64,Female
3956,750602,21,Female
3957,710812,21,Male
3958,460430,37,Female
3959,700715,30,Female
3960,640106,8,Male
3961,430403,53,Female
3962,521128,74,Male
3963,740207,76,Male
3964,420507,74,Male
3965,630516,1,Male
3966,691007,1,Female
3967,600926,18,Female
3968,550615,18,Male
3969,510219,4,Female
3970,800809,46,Female
3971,660220,1,Male
3972,300601,1,Male
3973,820820,1,Female
3974,380824,68,Male
3975,540719,1,Female
3976,670913,43,Male
3977,750927,8,Male
3978,701215,18,Male
3979,281014,54,Female
3980,530713,1,Male
3981,790616,19,Male
3982,190115,45,Female
3983,260522,1,Female
3984,640313,1,Female
3985,790416,75,Female
3987,601107,67,Male
3988,740904,53,Female
3989,800327,53,Male
3990,730203,29,Male
3991,670517,11,Male
3992,481110,71,Female
3993,800307,14,Female
3994,650131,21,Female
3995,480815,1,Female
3996,470716,36,Female
3997,270105,13,Female
3998,500603,59,Female
3999,760116,30,Female
4000,571022,40,Male
4001,560129,69,Male
4002,200629,25,Female
4003,490423,8,Male
4004,570812,30,Female
4006,780507,25,Female
4007,481107,23,Male
4008,510508,23,Female
4009,660629,4,Male
4010,480617,4,Female
4011,571219,62,Female
4012,561009,56,Female
4013,511206,1,Female
4014,800906,17,Male
4015,721227,65,Female
4016,710525,13,Female
4017,640515,13,Male
4018,800907,3,Female
4019,450916,11,Male
4020,530331,45,Female
4021,481210,45,Male
4022,260210,1,Male
4023,250517,1,Female
4024,641016,3,Male
4025,711007,3,Female
4026,450924,76,Female
4027,650628,16,Female
4028,700808,16,Male
4029,670103,17,Male
4030,760921,44,Female
4031,750522,67,Male
4032,640802,35,Female
4033,251015,51,Male
4034,370717,58,Male
4035,300820,58,Female
4036,760709,25,Female
4037,661022,1,Female
4040,610517,59,Female
4041,540126,59,Male
4042,390904,1,Male
4043,530509,70,Female
4044,300429,44,Female
4046,441218,1,Female
4047,370128,1,Male
4048,231124,4,Male
4049,450913,4,Male
4050,481230,47,Male
4051,491006,74,Male
4052,501017,74,Female
4053,290923,70,Female
4054,590208,72,Female
4055,530601,74,Female
4056,520726,63,Female
4057,220611,70,Female
4059,240511,54,Male
4060,540621,44,Female
4061,781224,8,Male
4062,500808,71,Male
4063,660216,61,Female
4064,720208,61,Male
4065,420627,73,Male
4066,361128,30,Female
4067,590708,21,Female
4068,240625,11,Male
4069,590307,68,Male
4070,590523,68,Female
4071,421215,45,Female
4072,410508,45,Male
4073,550210,24,Male
4074,580608,24,Female
4075,440918,8,Female
4076,691117,49,Male
4077,550306,68,Female
4078,510604,23,Male
4079,550629,27,Male
4080,430926,21,Female
4081,780603,9,Male
4082,610115,58,Female
4083,680130,74,Female
4084,571005,55,Male
4085,521204,55,Female
4086,411222,63,Female
4087,460216,64,Female
4088,481218,68,Female
4089,470227,68,Male
4090,710622,23,Male
4091,820907,29,Female
4092,331111,14,Female
4093,460929,1,Male
4094,791219,2,Male
4095,740914,25,Male
4096,800316,25,Female
4098,380328,13,Male
4099,450503,12,Female
4100,550313,74,Male
4101,700507,1,Female
4102,690815,4,Female
4103,650519,4,Male
4104,190410,23,Male
4105,801115,16,Female
4106,361109,1,Male
4107,540909,49,Male
4108,260126,43,Female
4109,530811,63,Male
4112,741128,38,Male
4113,470909,76,Female
4114,640209,63,Male
4115,430327,33,Male
4116,361124,36,Male
4117,180701,53,Female
