loan_id,account_id,loan_amount,loan_duration,loan_payments,status,account_district_id,disp_id,client_id,has_disponent,client_district_id,last_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,age_on_loan_request,age_on_loan_request_disc,account_frequency_issuance after transaction,account_frequency_monthly issuance,account_frequency_weekly issuance,gender_Female,gender_Male
5311,1766,30060,60,501,1.0,28,2141,2141,False,28,48523.3,7487,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526737,45,3.0,0.0,1.0,0.0,0.0,1.0
5445,2322,46320,24,1930,1.0,33,2809,2809,False,33,26652.7,7246,33,3.0,24,17,10,11,0.847,8705,0.116,1.8600000000000003,0.001562301441951905,17,0.0,0.0,1.0,0.0,0.0,1.0
5301,1698,141948,36,3943,1.0,68,2063,2063,False,68,47239.7,11809,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,46,3.0,0.0,1.0,0.0,1.0,0.0
7034,10001,19044,36,529,1.0,24,11995,12303,False,24,50167.6,3583,24,7.0,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295695,22,1.0,0.0,1.0,0.0,1.0,0.0
6751,8680,85716,36,2381,1.0,17,10394,10702,True,17,36516.9,-8412,17,5.0,99,15,6,7,0.614,8114,0.119,0.2400000000000002,0.0024033917528557157,58,4.0,0.0,1.0,0.0,0.0,1.0
6667,8127,155880,24,6495,1.0,37,9732,10040,True,37,44564.6,8449,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999997,0.00016665789519849832,28,1.0,0.0,1.0,0.0,1.0,0.0
6130,5541,32640,48,680,1.0,43,6691,6691,False,43,18800.0,3761,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,54,4.0,0.0,1.0,0.0,0.0,1.0
5429,2268,20196,36,561,1.0,1,2746,2746,False,1,65684.6,7796,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,25,1.0,0.0,1.0,0.0,0.0,1.0
5725,3679,444864,48,9268,1.0,64,4434,4434,True,64,41743.9,7987,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,32,2.0,0.0,1.0,0.0,0.0,1.0
6019,5033,11400,12,950,1.0,54,6077,6077,False,54,27820.2,5435,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,16,0.0,0.0,1.0,0.0,1.0,0.0
6421,6985,96768,36,2688,1.0,38,8432,8432,True,38,37396.4,10797,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,29,1.0,0.0,1.0,0.0,1.0,0.0
6992,9790,133968,48,2791,1.0,52,11742,12050,True,52,34729.5,15139,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,53,4.0,0.0,1.0,0.0,0.0,1.0
5136,846,187104,24,7796,1.0,72,1020,1020,False,72,133377.7,17375,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,19,0.0,0.0,1.0,0.0,1.0,0.0
5337,1886,162468,36,4513,1.0,32,2288,2288,True,32,74638.8,-14855,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346742,39,2.0,0.0,1.0,0.0,1.0,0.0
5495,2580,89340,60,1489,1.0,60,3113,3113,True,60,41522.6,7400,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238504,25,1.0,0.0,1.0,0.0,1.0,0.0
7013,9928,89340,60,1489,1.0,60,11912,12220,True,60,42227.6,7478,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238504,25,1.0,0.0,1.0,0.0,1.0,0.0
6012,4994,258444,36,7179,1.0,1,6033,6033,False,1,53892.1,7698,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,30,2.0,0.0,0.0,1.0,0.0,1.0
6471,7184,155640,24,6485,1.0,5,8670,8670,False,5,40494.6,6929,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,54,4.0,0.0,1.0,0.0,1.0,0.0
6296,6358,270384,48,5633,1.0,3,7678,7678,False,3,57835.1,-24603,3,1.0,55,26,5,5,0.41700000000000004,8980,0.111,0.26,-0.00014621437686091024,34,2.0,0.0,1.0,0.0,0.0,1.0
7305,11359,54024,12,4502,1.0,61,13660,13968,False,61,25697.2,-24614,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.00044954494177120704,28,1.0,0.0,1.0,0.0,0.0,1.0
6144,5593,44376,12,3698,1.0,15,6753,6753,False,15,68241.5,15406,15,5.0,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551466,34,2.0,0.0,1.0,0.0,0.0,1.0
6283,6289,85632,48,1784,1.0,64,7594,7594,False,64,99938.7,5878,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,47,3.0,0.0,1.0,0.0,1.0,0.0
7246,11054,148920,60,2482,1.0,59,13282,13590,False,59,15278.6,-8841,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,19,0.0,0.0,0.0,1.0,0.0,1.0
5088,544,91152,24,3798,1.0,32,655,655,False,32,39378.8,-21040,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346742,54,4.0,0.0,1.0,0.0,0.0,1.0
5988,4851,141648,24,5902,1.0,52,5858,5858,True,52,88710.1,12672,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,44,3.0,0.0,1.0,0.0,0.0,1.0
5282,1583,388512,48,8094,-1.0,69,1917,1917,False,69,38697.3,1842,69,4.0,4,13,6,3,0.484,8173,0.124,4.185,-0.03675766563134911,27,1.0,1.0,0.0,0.0,1.0,0.0
5938,4650,402000,60,6700,1.0,4,5606,5606,False,4,17232.1,3696,4,1.0,63,29,8,6,0.674,9753,0.109,0.41000000000000014,0.004323083799777174,16,0.0,0.0,1.0,0.0,0.0,1.0
5606,3084,253512,36,7042,-1.0,59,3730,3730,False,59,13318.4,1902,59,6.0,41,29,9,6,0.621,8444,0.106,0.22999999999999998,-0.0026637029144583957,51,4.0,0.0,0.0,1.0,1.0,0.0
5385,2143,71460,36,1985,1.0,1,2592,2592,True,1,49648.9,8930,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,16,0.0,0.0,1.0,0.0,1.0,0.0
6865,9199,29448,12,2454,-1.0,72,11019,11327,False,72,43790.6,-5620,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,49,3.0,0.0,1.0,0.0,0.0,1.0
5586,2994,48744,36,1354,1.0,77,3616,3616,False,77,62891.3,12578,77,4.0,8,35,15,4,0.535,8909,0.113,1.5499999999999998,0.0008751556767309569,32,2.0,0.0,1.0,0.0,1.0,0.0
6302,6397,181020,60,3017,1.0,48,7723,7723,True,48,45526.0,-17245,48,2.0,50,24,9,9,0.59,9060,0.124,0.6599999999999999,0.0007852574251155721,30,2.0,0.0,1.0,0.0,1.0,0.0
7194,10762,68832,36,1912,1.0,1,12923,13231,False,1,51540.7,7650,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,37,2.0,0.0,1.0,0.0,0.0,1.0
6461,7136,74124,36,2059,1.0,12,8615,8615,False,12,25658.0,3785,12,1.0,84,29,7,6,0.58,8754,0.137,0.47999999999999954,0.0005933067581347919,57,4.0,0.0,0.0,1.0,1.0,0.0
6732,8533,174048,48,3626,1.0,47,10220,10528,False,47,54140.4,4511,47,2.0,83,26,6,6,0.728,9538,0.111,0.30000000000000004,-0.004114897281338418,45,3.0,0.0,1.0,0.0,1.0,0.0
6613,7926,84120,24,3505,1.0,69,9490,9798,False,69,45528.9,15988,69,4.0,4,13,6,3,0.484,8173,0.124,4.185,-0.03675766563134911,47,3.0,0.0,0.0,1.0,1.0,0.0
7036,10019,194940,36,5415,1.0,8,12017,12325,False,8,34212.3,2138,8,1.0,95,19,8,8,0.6940000000000001,11277,0.127,0.18999999999999995,-0.001713291393387766,32,2.0,0.0,1.0,0.0,0.0,1.0
5897,4476,15192,24,633,1.0,24,5399,5399,False,24,17351.9,6397,24,7.0,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295695,24,1.0,0.0,1.0,0.0,1.0,0.0
6995,9814,96168,12,8014,1.0,64,11771,12079,False,64,3609.3,171,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,24,1.0,0.0,0.0,1.0,1.0,0.0
5415,2236,139464,36,3874,-1.0,73,2708,2708,False,73,41662.8,3204,73,4.0,17,49,14,7,0.564,8746,0.09,0.41000000000000014,0.0004285078587242552,38,2.0,0.0,1.0,0.0,0.0,1.0
7136,10436,54396,36,1511,1.0,60,12532,12840,False,60,36208.8,6034,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238504,57,4.0,0.0,1.0,0.0,0.0,1.0
7271,11186,392460,60,6541,1.0,12,13442,13750,True,12,53259.7,-30960,12,1.0,84,29,7,6,0.58,8754,0.137,0.47999999999999954,0.0005933067581347919,16,0.0,0.0,1.0,0.0,1.0,0.0
5375,2106,101520,12,8460,1.0,1,2550,2550,False,1,16720.8,3824,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,20,1.0,0.0,1.0,0.0,1.0,0.0
5635,3230,77184,36,2144,1.0,1,3907,3907,False,1,22446.0,1181,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,42,3.0,0.0,1.0,0.0,1.0,0.0
6817,9024,70656,48,1472,1.0,1,10806,11114,False,1,22476.1,5283,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,44,3.0,0.0,1.0,0.0,0.0,1.0
5923,4585,64656,48,1347,1.0,27,5526,5526,True,27,44749.0,11187,27,7.0,71,19,10,7,0.43799999999999994,8561,0.11,0.64,0.0014562096941959641,50,4.0,0.0,1.0,0.0,0.0,1.0
5329,1862,396120,60,6602,1.0,19,2259,2259,False,19,88610.1,-37988,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227735,47,3.0,0.0,0.0,1.0,1.0,0.0
6644,8039,93600,24,3900,1.0,9,9622,9930,False,9,26235.8,5081,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,24,1.0,0.0,1.0,0.0,0.0,1.0
6354,6688,22968,36,638,1.0,16,8076,8076,False,16,38831.0,9707,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,46,3.0,0.0,1.0,0.0,1.0,0.0
5082,501,262980,60,4383,1.0,13,603,603,False,13,76081.3,6340,13,1.0,61,22,2,2,0.413,8598,0.123,0.48999999999999977,0.005155690732738636,31,2.0,0.0,1.0,0.0,1.0,0.0
6585,7795,372120,60,6202,1.0,64,9333,9641,True,64,46580.5,2117,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,52,4.0,0.0,1.0,0.0,0.0,1.0
6921,9422,86184,12,7182,1.0,70,11288,11596,False,70,43157.5,-39177,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,56,4.0,0.0,1.0,0.0,1.0,0.0
5366,2062,86184,12,7182,1.0,70,2501,2501,False,70,39660.8,-39614,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,56,4.0,0.0,1.0,0.0,1.0,0.0
5886,4447,192744,36,5354,1.0,62,5364,5364,True,62,27799.1,6949,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,33,2.0,0.0,1.0,0.0,0.0,1.0
5741,3754,68544,24,2856,1.0,37,4529,4529,True,37,23729.8,-22624,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999997,0.00016665789519849832,20,1.0,0.0,0.0,1.0,0.0,1.0
4996,132,88440,12,7370,1.0,40,158,158,True,40,79007.6,13151,40,3.0,9,16,9,8,0.853,9317,0.097,0.5800000000000001,-0.0006010084453394527,51,4.0,1.0,0.0,0.0,1.0,0.0
6015,5001,110112,24,4588,1.0,53,6042,6042,False,53,135658.1,14782,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.00049114548099823,33,2.0,0.0,1.0,0.0,0.0,1.0
6309,6434,110136,24,4589,1.0,1,7765,7765,False,1,40746.5,3689,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,39,2.0,0.0,1.0,0.0,1.0,0.0
6073,5263,276300,60,4605,1.0,64,6359,6359,False,64,27578.1,4439,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,20,1.0,0.0,1.0,0.0,0.0,1.0
6006,4948,359760,60,5996,1.0,43,5977,5977,False,43,39959.4,3674,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,17,0.0,0.0,1.0,0.0,0.0,1.0
5611,3115,321180,60,5353,1.0,14,3767,3767,True,14,37183.5,-22118,14,5.0,69,27,11,9,0.748,10045,0.135,0.29000000000000004,-0.0017390227705052733,60,5.0,0.0,1.0,0.0,0.0,1.0
6944,9548,46176,48,962,1.0,62,11446,11754,False,62,38725.1,8056,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,30,2.0,0.0,1.0,0.0,0.0,1.0
7101,10297,421008,48,8771,1.0,14,12354,12662,False,14,31168.0,9058,14,5.0,69,27,11,9,0.748,10045,0.135,0.29000000000000004,-0.0017390227705052733,43,3.0,0.0,1.0,0.0,0.0,1.0
6599,7859,72120,12,6010,1.0,52,9409,9717,True,52,98631.7,-32222,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,44,3.0,0.0,1.0,0.0,1.0,0.0
6940,9510,228276,36,6341,1.0,1,11401,11709,True,1,53707.9,8951,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,35,2.0,0.0,1.0,0.0,0.0,1.0
5209,1250,182640,48,3805,1.0,62,1509,1509,False,62,23898.3,-16213,62,6.0,22,41,15,5,0.40700000000000003,8544,0.109,0.5700000000000001,0.0012835648783702158,55,4.0,0.0,1.0,0.0,1.0,0.0
5388,2153,61560,12,5130,1.0,31,2606,2606,False,31,20051.1,-21478,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.0024165416171340595,54,4.0,0.0,0.0,1.0,0.0,1.0
6011,4981,179328,48,3736,1.0,54,6015,6015,False,54,36074.7,6565,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,23,1.0,0.0,1.0,0.0,0.0,1.0
5591,3021,155616,48,3242,1.0,10,3649,3649,False,10,24447.1,-15179,10,1.0,55,29,7,5,0.467,10124,0.141,-0.020000000000000018,0.005494982841753182,37,2.0,0.0,1.0,0.0,1.0,0.0
7154,10520,417600,60,6960,1.0,55,12635,12943,False,55,58638.6,4188,55,6.0,49,70,18,9,0.33899999999999997,8743,0.111,0.5500000000000003,0.001496414971790986,26,1.0,1.0,0.0,0.0,0.0,1.0
7130,10411,123408,24,5142,1.0,39,12502,12810,False,39,8357.1,7511,39,3.0,17,4,5,4,0.899,10446,0.09,2.0600000000000005,-0.0017014888027023646,32,2.0,1.0,0.0,0.0,0.0,1.0
6818,9030,155616,48,3242,1.0,72,10813,11121,True,72,60694.1,5313,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144354,26,1.0,0.0,1.0,0.0,1.0,0.0
5625,3189,222180,60,3703,-1.0,29,3855,3855,False,29,59578.8,4583,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723148,58,4.0,0.0,1.0,0.0,0.0,1.0
6805,8972,45024,48,938,1.0,70,10742,11050,False,70,38384.3,8387,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,40,3.0,0.0,1.0,0.0,1.0,0.0
7233,10963,115812,36,3217,1.0,16,13172,13480,False,16,41878.1,2204,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,44,3.0,0.0,1.0,0.0,0.0,1.0
7308,11362,129408,24,5392,1.0,67,13663,13971,False,67,24199.5,5510,67,4.0,38,25,8,6,0.631,8110,0.109,0.7800000000000002,-0.0015558111905255812,34,2.0,0.0,1.0,0.0,1.0,0.0
5895,4473,93960,60,1566,,45,5395,5395,False,45,49548.5,8970,45,2.0,85,19,7,5,0.535,8390,0.132,0.6100000000000003,0.0005390351271224508,35,2.0,0.0,1.0,0.0,0.0,1.0
7122,10365,260640,36,7240,,22,12448,12756,False,22,11565.4,4830,22,7.0,65,16,5,6,0.524,8620,0.1,0.1499999999999999,0.00047945205479452054,48,3.0,0.0,1.0,0.0,1.0,0.0
6173,5724,232560,48,4845,,14,6922,6922,False,14,45754.0,-24751,14,5.0,69,27,11,9,0.748,10045,0.135,0.29000000000000004,-0.0017390227705052733,58,4.0,1.0,0.0,0.0,1.0,0.0
6142,5591,221880,60,3698,,9,6749,6749,True,9,41785.4,-18389,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,53,4.0,0.0,1.0,0.0,1.0,0.0
5358,2018,38520,12,3210,,42,2451,2451,False,42,16514.3,3191,42,2.0,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.00010426767597777013,57,4.0,0.0,1.0,0.0,0.0,1.0
6095,5358,68340,60,1139,,4,6469,6469,False,4,60756.7,9201,4,1.0,63,29,8,6,0.674,9753,0.109,0.41000000000000014,0.004323083799777174,44,3.0,0.0,1.0,0.0,0.0,1.0
6878,9242,23184,12,1932,,57,11073,11381,False,57,42501.4,3863,57,6.0,21,37,23,8,0.48,8720,0.116,0.77,-0.00048161823727725157,18,0.0,0.0,1.0,0.0,1.0,0.0
6554,7637,390096,48,8127,,46,9149,9457,True,46,44278.0,8855,46,2.0,48,20,10,10,0.735,8369,0.117,0.52,-0.0020938877995546053,18,0.0,0.0,1.0,0.0,0.0,1.0
6793,8931,186300,60,3105,,63,10696,11004,False,63,26264.0,7588,63,6.0,38,36,6,5,0.505,8288,0.11,0.7299999999999995,-0.0011790135586559245,49,3.0,0.0,0.0,1.0,0.0,1.0
7286,11271,67320,36,1870,,5,13544,13852,False,5,19757.5,-4523,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,25,1.0,0.0,1.0,0.0,0.0,1.0
6076,5269,117420,60,1957,,49,6366,6366,False,49,24539.8,5806,49,2.0,31,28,6,9,0.608,8208,0.155,0.3699999999999999,0.006117460527185043,31,2.0,0.0,1.0,0.0,0.0,1.0
5134,825,53076,12,4423,,19,992,992,False,19,21080.3,6952,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227735,49,3.0,0.0,1.0,0.0,0.0,1.0
5419,2246,415800,60,6930,,1,2720,2720,False,1,13480.4,1348,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,47,3.0,0.0,1.0,0.0,1.0,0.0
6255,6158,247920,48,5165,,67,7435,7435,False,67,23990.1,2665,67,4.0,38,25,8,6,0.631,8110,0.109,0.7800000000000002,-0.0015558111905255812,40,3.0,0.0,1.0,0.0,1.0,0.0
5656,3353,146064,24,6086,,74,4055,4055,False,74,45020.6,7572,74,4.0,0,0,1,1,1.0,10673,0.1,0.6900000000000004,-0.0013431315033809862,44,3.0,0.0,1.0,0.0,1.0,0.0
6934,9494,116832,12,9736,,21,11378,11686,True,21,20739.0,4941,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.000532187678403824,48,3.0,0.0,1.0,0.0,1.0,0.0
6028,5072,317520,60,5292,,6,6122,6122,False,6,38678.7,9362,6,1.0,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697525,29,1.0,0.0,1.0,0.0,1.0,0.0
6490,7262,73260,60,1221,,70,8764,8764,False,70,28038.0,4989,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,57,4.0,0.0,1.0,0.0,1.0,0.0
6415,6950,475680,48,9910,,36,8392,8392,True,36,46505.3,11626,36,3.0,29,19,9,9,0.852,9198,0.131,0.9500000000000002,0.0021050389369553367,31,2.0,0.0,1.0,0.0,1.0,0.0
7087,10215,44304,24,1846,,38,12253,12561,False,38,46446.1,6553,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.001968503937007874,31,2.0,0.0,1.0,0.0,0.0,1.0
5420,2247,72504,24,3021,,24,2721,2721,False,24,17104.4,4538,24,7.0,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295695,47,3.0,0.0,1.0,0.0,1.0,0.0
5977,4803,59136,48,1232,,26,5801,5801,False,26,22740.4,2526,26,7.0,0,0,1,1,1.0,10787,0.131,0.44999999999999973,0.0012907086577216645,17,0.0,0.0,1.0,0.0,1.0,0.0
6824,9052,71976,24,2999,,43,10841,11149,False,43,85375.5,4743,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488676,32,2.0,1.0,0.0,0.0,0.0,1.0
5207,1244,35904,48,748,,68,1501,1501,False,68,17662.3,3255,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.00115360413899182,51,4.0,0.0,1.0,0.0,0.0,1.0
7115,10351,88704,48,1848,,23,12430,12738,True,23,13431.1,4218,23,7.0,21,11,7,9,0.855,8624,0.102,0.8700000000000001,0.003649092302588682,36,2.0,0.0,1.0,0.0,1.0,0.0
7250,11069,119136,48,2482,,37,13300,13608,False,37,45721.0,2176,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999997,0.00016665789519849832,34,2.0,0.0,1.0,0.0,1.0,0.0
6010,4969,150180,60,2503,,60,6001,6001,False,60,79230.1,12505,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238504,60,5.0,0.0,0.0,1.0,0.0,1.0
6088,5317,90180,36,2505,,28,6422,6422,False,28,36566.0,-6213,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526737,36,2.0,0.0,1.0,0.0,0.0,1.0
5682,3455,67464,12,5622,,34,4177,4177,False,34,59310.8,-31603,34,3.0,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277395,61,5.0,0.0,1.0,0.0,0.0,1.0
7201,10807,67464,12,5622,,34,12977,13285,False,34,64497.2,-31171,34,3.0,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277395,61,5.0,0.0,1.0,0.0,0.0,1.0
6938,9504,341280,60,5688,,9,11393,11701,False,9,68367.1,-34850,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.006146734854445318,48,3.0,0.0,1.0,0.0,0.0,1.0
6875,9235,83280,48,1735,,37,11063,11371,False,37,41045.9,1954,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999997,0.00016665789519849832,55,4.0,0.0,1.0,0.0,1.0,0.0
5953,4715,97176,24,4049,,8,5684,5684,False,8,91941.4,-32056,8,1.0,95,19,8,8,0.6940000000000001,11277,0.127,0.18999999999999995,-0.001713291393387766,42,3.0,0.0,1.0,0.0,1.0,0.0
5942,4681,162624,48,3388,,70,5642,5642,False,70,39415.4,-12482,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084271,39,2.0,0.0,1.0,0.0,1.0,0.0
5382,2134,22932,36,637,,52,2581,2581,False,52,49849.1,7640,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354445,43,3.0,0.0,1.0,0.0,1.0,0.0
6377,6792,17184,12,1432,,1,8200,8200,False,1,40773.2,5884,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,53,4.0,0.0,1.0,0.0,1.0,0.0
5931,4618,66696,24,2779,,3,5565,5565,False,3,12551.9,1568,3,1.0,55,26,5,5,0.41700000000000004,8980,0.111,0.26,-0.00014621437686091024,30,2.0,0.0,1.0,0.0,1.0,0.0
5992,4863,76080,12,6340,,5,5873,5873,False,5,70923.6,-26841,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.004434404283801874,18,0.0,0.0,1.0,0.0,1.0,0.0
5790,4033,84288,48,1756,,57,4861,4861,False,57,37381.6,9345,57,6.0,21,37,23,8,0.48,8720,0.116,0.77,-0.00048161823727725157,19,0.0,0.0,1.0,0.0,1.0,0.0
6753,8688,67980,12,5665,,66,10406,10714,False,66,55705.9,13926,66,6.0,151,41,5,5,0.483,8512,0.102,0.6100000000000003,-0.0011443829868395957,51,4.0,0.0,1.0,0.0,1.0,0.0
6562,7674,94488,24,3937,,1,9197,9505,False,1,70683.9,15480,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.01114566294286997,39,2.0,0.0,1.0,0.0,0.0,1.0
7046,10049,91632,12,7636,,17,12050,12358,True,17,14930.1,3036,17,5.0,99,15,6,7,0.614,8114,0.119,0.2400000000000002,0.0024033917528557157,54,4.0,0.0,1.0,0.0,0.0,1.0
5868,4361,90156,12,7513,,69,5253,5253,True,69,78119.7,-42534,69,4.0,4,13,6,3,0.484,8173,0.124,4.185,-0.03675766563134911,50,4.0,0.0,1.0,0.0,1.0,0.0
5784,3967,84600,36,2350,,54,4786,4786,False,54,16915.7,2819,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,59,4.0,0.0,1.0,0.0,0.0,1.0
5878,4415,74040,12,6170,,73,5322,5322,False,73,35310.2,8548,73,4.0,17,49,14,7,0.564,8746,0.09,0.41000000000000014,0.0004285078587242552,41,3.0,0.0,1.0,0.0,1.0,0.0
5110,675,102240,60,1704,,58,810,810,True,58,34768.4,6506,58,6.0,98,16,7,4,0.636,8757,0.096,0.5700000000000003,0.002372577040049833,52,4.0,0.0,1.0,0.0,1.0,0.0
5210,1252,148140,36,4115,,13,1511,1511,False,13,26252.2,-24027,13,1.0,61,22,2,2,0.413,8598,0.123,0.48999999999999977,0.005155690732738636,35,2.0,0.0,0.0,1.0,1.0,0.0
7230,10954,18720,60,312,,25,13160,13468,True,25,44322.7,4923,25,7.0,60,33,5,10,0.617,8554,0.113,0.20999999999999996,0.004461619928569014,36,2.0,0.0,1.0,0.0,0.0,1.0
5005,176,27456,12,2288,,71,215,215,False,71,36280.9,7470,71,4.0,5,35,15,10,0.6970000000000001,8678,0.102,-0.35999999999999943,-0.002387937504264174,30,2.0,0.0,0.0,1.0,0.0,1.0
6871,9225,164256,48,3422,,11,11051,11359,True,11,23421.1,1463,11,1.0,35,36,9,7,0.365,9622,0.154,0.13999999999999996,0.0007139363010166982,25,1.0,0.0,1.0,0.0,0.0,1.0
5363,2051,293880,60,4898,,64,2489,2489,False,64,-204.8,-12,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.0011111167484360652,22,1.0,0.0,0.0,1.0,1.0,0.0
7253,11079,98304,12,8192,,16,13312,13620,False,16,44345.5,-50781,16,5.0,74,21,11,8,0.569,8427,0.107,0.41999999999999993,0.00041519839030777913,27,1.0,0.0,1.0,0.0,0.0,1.0
6055,5181,399120,60,6652,,75,6257,6257,False,75,18581.6,1238,75,4.0,67,30,6,5,0.6459999999999999,8819,0.099,0.28000000000000025,0.003202156021792048,55,4.0,0.0,1.0,0.0,1.0,0.0
