"code","loan_id","account_id","loan_amount","loan_duration","loan_payments","status","account_district_id","account_frequency","disp_id","client_id","has_disponent","client_district_id","gender","last_balance","monthly_diff","age_on_loan_request","age_on_loan_request_disc","region","no. of municipalities with inhabitants < 499","no. of municipalities with inhabitants 500-1999","no. of municipalities with inhabitants > 2000","no. of cities ","ratio of urban inhabitants","average salary","ratio enterpreneurs","unemploymant rate growth","crime rate growth"
54.0,6985.0,9731.0,113796.0,36.0,3161.0,1.0,54.0,"issuance after transaction",11670.0,11978.0,"True",54.0,"Male",34054.0,-13515.0,24.0,"21-29","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
39.0,5125.0,789.0,73056.0,48.0,1522.0,1.0,39.0,"monthly issuance",944.0,944.0,"True",39.0,"Male",21545.7,4051.0,25.0,"21-29","north Bohemia",17.0,4.0,5.0,4.0,0.899,10446.0,0.09,2.0600000000000005,-0.0017014888027023646
11.0,5805.0,4081.0,137904.0,24.0,5746.0,-1.0,11.0,"monthly issuance",4918.0,4918.0,"False",11.0,"Male",35159.7,8789.0,28.0,"21-29","central Bohemia",35.0,36.0,9.0,7.0,0.365,9622.0,0.154,0.13999999999999996,7.139363010166982E-4
1.0,6185.0,5774.0,31176.0,24.0,1299.0,1.0,1.0,"monthly issuance",6987.0,6987.0,"False",1.0,"Male",50647.1,9867.0,28.0,"21-29","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
72.0,7243.0,11042.0,217152.0,36.0,6032.0,1.0,72.0,"monthly issuance",13268.0,13576.0,"False",72.0,"Male",42293.9,-26100.0,21.0,"21-29","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
74.0,6403.0,6924.0,194880.0,48.0,4060.0,1.0,74.0,"monthly issuance",8359.0,8359.0,"False",74.0,"Male",31007.0,-21098.0,16.0,"0-19","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
52.0,6578.0,7765.0,27984.0,12.0,2332.0,1.0,52.0,"weekly issuance",9298.0,9606.0,"False",52.0,"Male",18380.5,5914.0,47.0,"40-49","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
31.0,5413.0,2227.0,92976.0,24.0,3874.0,1.0,31.0,"weekly issuance",2698.0,2698.0,"True",31.0,"Female",21531.8,8883.0,25.0,"21-29","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
31.0,6949.0,9583.0,104712.0,24.0,4363.0,1.0,31.0,"weekly issuance",11486.0,11794.0,"True",31.0,"Female",30115.3,9334.0,25.0,"21-29","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
21.0,6545.0,7606.0,191880.0,60.0,3198.0,1.0,21.0,"monthly issuance",9109.0,9417.0,"False",21.0,"Male",78521.0,17723.0,47.0,"40-49","south Bohemia",87.0,16.0,8.0,7.0,0.67,9104.0,0.123,0.5599999999999998,5.32187678403824E-4
74.0,6178.0,5742.0,232560.0,48.0,4845.0,1.0,74.0,"issuance after transaction",6946.0,6946.0,"False",74.0,"Female",41243.5,6873.0,26.0,"21-29","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
45.0,5160.0,1011.0,204000.0,60.0,3400.0,1.0,45.0,"monthly issuance",1215.0,1215.0,"False",45.0,"Male",45077.7,-14213.0,52.0,"50-59","east Bohemia",85.0,19.0,7.0,5.0,0.535,8390.0,0.132,0.6100000000000003,5.390351271224508E-4
1.0,6785.0,8899.0,125340.0,60.0,2089.0,1.0,1.0,"weekly issuance",10655.0,10963.0,"False",1.0,"Male",19007.0,4204.0,52.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
72.0,6540.0,7562.0,309600.0,48.0,6450.0,1.0,72.0,"weekly issuance",9058.0,9366.0,"False",72.0,"Male",35488.1,-35743.0,21.0,"21-29","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
19.0,6589.0,7815.0,189696.0,24.0,7904.0,1.0,19.0,"weekly issuance",9355.0,9663.0,"True",19.0,"Male",88662.1,13320.0,50.0,"50-59","south Bohemia",50.0,11.0,4.0,4.0,0.527,8402.0,0.12,0.8500000000000001,0.0019444660496227735
50.0,5900.0,4503.0,135360.0,48.0,2820.0,1.0,50.0,"monthly issuance",5433.0,5433.0,"False",50.0,"Male",54883.5,4572.0,20.0,"21-29","east Bohemia",75.0,33.0,5.0,6.0,0.52,8187.0,0.094,0.6200000000000001,1.0720307185529534E-4
42.0,5999.0,4907.0,98832.0,48.0,2059.0,1.0,42.0,"monthly issuance",5928.0,5928.0,"False",42.0,"Female",27184.4,5512.0,25.0,"21-29","east Bohemia",87.0,25.0,7.0,7.0,0.591,8388.0,0.087,0.5299999999999998,1.0426767597777013E-4
58.0,6043.0,5126.0,20352.0,48.0,424.0,1.0,58.0,"monthly issuance",6185.0,6185.0,"True",58.0,"Female",21281.5,4232.0,48.0,"40-49","south Moravia",98.0,16.0,7.0,4.0,0.636,8757.0,0.096,0.5700000000000003,0.002372577040049833
51.0,5482.0,2496.0,165120.0,60.0,2752.0,1.0,51.0,"monthly issuance",3013.0,3013.0,"True",51.0,"Female",22745.4,4873.0,46.0,"40-49","east Bohemia",37.0,28.0,10.0,11.0,0.705,8541.0,0.131,0.4600000000000004,0.0028126973193272485
70.0,7263.0,11138.0,89880.0,24.0,3745.0,1.0,70.0,"weekly issuance",13382.0,13690.0,"False",70.0,"Male",39079.5,7815.0,33.0,"30-39","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
20.0,6013.0,4995.0,128988.0,36.0,3583.0,-1.0,20.0,"weekly issuance",6034.0,6034.0,"False",20.0,"Male",9680.2,509.0,56.0,"50-59","south Bohemia",94.0,14.0,4.0,4.0,0.584,8547.0,0.12,0.9900000000000002,-2.9725674489709255E-4
7.0,5750.0,3804.0,63252.0,12.0,5271.0,1.0,7.0,"monthly issuance",4584.0,4584.0,"False",7.0,"Female",49709.2,-28220.0,47.0,"40-49","central Bohemia",38.0,28.0,4.0,6.0,0.634,9920.0,0.13,0.6100000000000003,0.005880179466877804
13.0,6027.0,5066.0,61656.0,24.0,2569.0,-1.0,13.0,"weekly issuance",6115.0,6115.0,"False",13.0,"Female",59695.5,9949.0,42.0,"40-49","central Bohemia",61.0,22.0,2.0,2.0,0.413,8598.0,0.123,0.48999999999999977,0.005155690732738636
31.0,6303.0,6400.0,72408.0,24.0,3017.0,-1.0,31.0,"issuance after transaction",7727.0,7727.0,"False",31.0,"Female",36363.9,9090.0,38.0,"30-39","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
65.0,7213.0,10884.0,113544.0,36.0,3154.0,1.0,65.0,"monthly issuance",13072.0,13380.0,"False",65.0,"Male",13386.8,-14463.0,53.0,"50-59","south Moravia",101.0,41.0,5.0,4.0,0.43700000000000006,8403.0,0.105,-0.020000000000000462,0.0049124343257443085
54.0,6659.0,8092.0,56100.0,60.0,935.0,1.0,54.0,"monthly issuance",9687.0,9995.0,"False",54.0,"Male",15407.2,5096.0,38.0,"30-39","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
52.0,6175.0,5735.0,290700.0,60.0,4845.0,-1.0,52.0,"monthly issuance",6936.0,6936.0,"False",52.0,"Female",11574.8,890.0,37.0,"30-39","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
38.0,5610.0,3112.0,123216.0,48.0,2567.0,1.0,38.0,"monthly issuance",3763.0,3763.0,"True",38.0,"Female",77580.8,5850.0,19.0,"0-19","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
74.0,5563.0,2912.0,380160.0,60.0,6336.0,1.0,74.0,"monthly issuance",3519.0,3519.0,"False",74.0,"Male",24549.6,1292.0,46.0,"40-49","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
47.0,5989.0,4852.0,213300.0,36.0,5925.0,1.0,47.0,"monthly issuance",5860.0,5860.0,"False",47.0,"Male",27341.3,4663.0,32.0,"30-39","east Bohemia",83.0,26.0,6.0,6.0,0.728,9538.0,0.111,0.30000000000000004,-0.004114897281338418
1.0,6698.0,8327.0,247728.0,48.0,5161.0,1.0,1.0,"weekly issuance",9974.0,10282.0,"False",1.0,"Male",52551.7,9060.0,17.0,"0-19","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
31.0,5312.0,1772.0,202788.0,36.0,5633.0,1.0,31.0,"weekly issuance",2148.0,2148.0,"False",31.0,"Female",81623.6,-37324.0,43.0,"40-49","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
71.0,7189.0,10728.0,154656.0,48.0,3222.0,1.0,71.0,"monthly issuance",12882.0,13190.0,"False",71.0,"Male",37180.5,-15560.0,39.0,"30-39","north Moravia",5.0,35.0,15.0,10.0,0.6970000000000001,8678.0,0.102,-0.35999999999999943,-0.002387937504264174
70.0,6816.0,9017.0,100224.0,48.0,2088.0,-1.0,70.0,"monthly issuance",10797.0,11105.0,"False",70.0,"Female",31387.1,-6247.0,39.0,"30-39","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
13.0,6137.0,5574.0,44628.0,12.0,3719.0,1.0,13.0,"weekly issuance",6731.0,6731.0,"False",13.0,"Male",80439.7,-38237.0,52.0,"50-59","central Bohemia",61.0,22.0,2.0,2.0,0.413,8598.0,0.123,0.48999999999999977,0.005155690732738636
69.0,5128.0,808.0,215616.0,48.0,4492.0,-1.0,69.0,"monthly issuance",968.0,968.0,"False",69.0,"Male",8640.6,864.0,39.0,"30-39","north Moravia",4.0,13.0,6.0,3.0,0.484,8173.0,0.124,4.185,-0.03675766563134911
65.0,5470.0,2456.0,200976.0,48.0,4187.0,1.0,65.0,"monthly issuance",2966.0,2966.0,"False",65.0,"Male",47431.4,-17182.0,41.0,"40-49","south Moravia",101.0,41.0,5.0,4.0,0.43700000000000006,8403.0,0.105,-0.020000000000000462,0.0049124343257443085
44.0,5593.0,3037.0,277884.0,36.0,7719.0,-1.0,44.0,"monthly issuance",3670.0,3670.0,"False",44.0,"Female",11614.0,504.0,16.0,"0-19","east Bohemia",77.0,26.0,9.0,7.0,0.53,8254.0,0.097,0.9699999999999998,0.0015055962729390376
26.0,5350.0,1967.0,249312.0,48.0,5194.0,1.0,26.0,"weekly issuance",2392.0,2392.0,"False",26.0,"Male",55426.5,9360.0,41.0,"40-49","west Bohemia",0.0,0.0,1.0,1.0,1.0,10787.0,0.131,0.44999999999999973,0.0012907086577216645
1.0,6063.0,5213.0,320976.0,48.0,6687.0,-1.0,1.0,"monthly issuance",6299.0,6299.0,"False",1.0,"Male",46462.2,-43825.0,60.0,"60-69","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
21.0,6501.0,7418.0,30276.0,12.0,2523.0,-1.0,21.0,"monthly issuance",8888.0,9196.0,"False",21.0,"Female",24930.3,-14385.0,57.0,"50-59","south Bohemia",87.0,16.0,8.0,7.0,0.67,9104.0,0.123,0.5599999999999998,5.32187678403824E-4
70.0,5452.0,2352.0,49440.0,60.0,824.0,1.0,70.0,"monthly issuance",2843.0,2843.0,"False",70.0,"Female",45021.6,7121.0,30.0,"30-39","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
21.0,4961.0,19.0,30276.0,12.0,2523.0,-1.0,21.0,"monthly issuance",25.0,25.0,"False",21.0,"Female",15854.0,-15083.0,57.0,"50-59","south Bohemia",87.0,16.0,8.0,7.0,0.67,9104.0,0.123,0.5599999999999998,5.32187678403824E-4
16.0,4973.0,67.0,165960.0,24.0,6915.0,1.0,16.0,"monthly issuance",78.0,78.0,"False",16.0,"Female",23703.8,-36296.0,52.0,"50-59","south Bohemia",74.0,21.0,11.0,8.0,0.569,8427.0,0.107,0.41999999999999993,4.1519839030777913E-4
70.0,6190.0,5794.0,123600.0,60.0,2060.0,1.0,70.0,"monthly issuance",7010.0,7010.0,"True",70.0,"Male",15505.6,1550.0,29.0,"21-29","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
20.0,6715.0,8411.0,220620.0,60.0,3677.0,1.0,20.0,"monthly issuance",10081.0,10389.0,"False",20.0,"Female",26428.9,-15878.0,53.0,"50-59","south Bohemia",94.0,14.0,4.0,4.0,0.584,8547.0,0.12,0.9900000000000002,-2.9725674489709255E-4
73.0,5892.0,4462.0,66480.0,24.0,2770.0,-1.0,73.0,"weekly issuance",5384.0,5384.0,"False",73.0,"Male",34891.2,6978.0,61.0,"60-69","north Moravia",17.0,49.0,14.0,7.0,0.564,8746.0,0.09,0.41000000000000014,4.285078587242552E-4
62.0,6550.0,7614.0,320592.0,48.0,6679.0,1.0,62.0,"monthly issuance",9119.0,9427.0,"True",62.0,"Female",69148.6,-38133.0,26.0,"21-29","south Moravia",22.0,41.0,15.0,5.0,0.40700000000000003,8544.0,0.109,0.5700000000000001,0.0012835648783702158
72.0,5706.0,3608.0,161496.0,36.0,4486.0,1.0,72.0,"weekly issuance",4352.0,4352.0,"False",72.0,"Male",29371.5,4225.0,25.0,"21-29","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
37.0,5148.0,940.0,284280.0,60.0,4738.0,1.0,37.0,"monthly issuance",1133.0,1133.0,"True",37.0,"Female",94617.3,-35733.0,38.0,"30-39","north Bohemia",71.0,26.0,8.0,9.0,0.623,9065.0,0.123,0.9299999999999997,1.6665789519849832E-4
14.0,6734.0,8547.0,173016.0,36.0,4806.0,1.0,14.0,"weekly issuance",10235.0,10543.0,"False",14.0,"Female",88331.6,8030.0,51.0,"50-59","south Bohemia",69.0,27.0,11.0,9.0,0.748,10045.0,0.135,0.29000000000000004,-0.0017390227705052733
66.0,6109.0,5422.0,368880.0,60.0,6148.0,1.0,66.0,"monthly issuance",6544.0,6544.0,"True",66.0,"Male",105727.0,8955.0,22.0,"21-29","south Moravia",151.0,41.0,5.0,5.0,0.483,8512.0,0.102,0.6100000000000003,-0.0011443829868395957
38.0,6961.0,9645.0,176148.0,36.0,4893.0,1.0,38.0,"monthly issuance",11565.0,11873.0,"False",38.0,"Female",53592.6,-17186.0,33.0,"30-39","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
40.0,6810.0,9006.0,186384.0,48.0,3883.0,1.0,40.0,"weekly issuance",10785.0,11093.0,"False",40.0,"Male",21033.8,5108.0,37.0,"30-39","north Bohemia",9.0,16.0,9.0,8.0,0.853,9317.0,0.097,0.5800000000000001,-6.010084453394527E-4
64.0,5494.0,2572.0,360000.0,48.0,7500.0,1.0,64.0,"issuance after transaction",3103.0,3103.0,"False",64.0,"Female",64765.2,-50549.0,23.0,"21-29","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
28.0,5311.0,1766.0,30060.0,60.0,501.0,1.0,28.0,"monthly issuance",2141.0,2141.0,"False",28.0,"Male",48523.3,7487.0,45.0,"40-49","west Bohemia",66.0,26.0,10.0,8.0,0.369,8594.0,0.112,0.3899999999999997,-7.581919190526737E-4
33.0,5445.0,2322.0,46320.0,24.0,1930.0,1.0,33.0,"monthly issuance",2809.0,2809.0,"False",33.0,"Male",26652.7,7246.0,17.0,"0-19","north Bohemia",24.0,17.0,10.0,11.0,0.847,8705.0,0.116,1.8600000000000003,0.001562301441951905
68.0,5301.0,1698.0,141948.0,36.0,3943.0,1.0,68.0,"monthly issuance",2063.0,2063.0,"False",68.0,"Female",47239.7,11809.0,46.0,"40-49","north Moravia",15.0,40.0,20.0,6.0,0.5720000000000001,9893.0,0.096,0.6299999999999999,0.00115360413899182
24.0,7034.0,10001.0,19044.0,36.0,529.0,1.0,24.0,"monthly issuance",11995.0,12303.0,"False",24.0,"Female",50167.6,3583.0,22.0,"21-29","west Bohemia",25.0,21.0,8.0,8.0,0.8,8991.0,0.128,0.6199999999999999,6.117305449295695E-4
17.0,6751.0,8680.0,85716.0,36.0,2381.0,1.0,17.0,"monthly issuance",10394.0,10702.0,"True",17.0,"Male",36516.9,-8412.0,58.0,"50-59","south Bohemia",99.0,15.0,6.0,7.0,0.614,8114.0,0.119,0.2400000000000002,0.0024033917528557157
37.0,6667.0,8127.0,155880.0,24.0,6495.0,1.0,37.0,"monthly issuance",9732.0,10040.0,"True",37.0,"Female",44564.6,8449.0,28.0,"21-29","north Bohemia",71.0,26.0,8.0,9.0,0.623,9065.0,0.123,0.9299999999999997,1.6665789519849832E-4
43.0,6130.0,5541.0,32640.0,48.0,680.0,1.0,43.0,"monthly issuance",6691.0,6691.0,"False",43.0,"Male",18800.0,3761.0,54.0,"50-59","east Bohemia",73.0,21.0,7.0,6.0,0.763,9425.0,0.125,0.78,-0.0011986110939488676
1.0,5429.0,2268.0,20196.0,36.0,561.0,1.0,1.0,"monthly issuance",2746.0,2746.0,"False",1.0,"Male",65684.6,7796.0,25.0,"21-29","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
64.0,5725.0,3679.0,444864.0,48.0,9268.0,1.0,64.0,"monthly issuance",4434.0,4434.0,"True",64.0,"Male",41743.9,7987.0,32.0,"30-39","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
54.0,6019.0,5033.0,11400.0,12.0,950.0,1.0,54.0,"monthly issuance",6077.0,6077.0,"False",54.0,"Female",27820.2,5435.0,16.0,"0-19","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
38.0,6421.0,6985.0,96768.0,36.0,2688.0,1.0,38.0,"monthly issuance",8432.0,8432.0,"True",38.0,"Female",37396.4,10797.0,29.0,"21-29","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
52.0,6992.0,9790.0,133968.0,48.0,2791.0,1.0,52.0,"monthly issuance",11742.0,12050.0,"True",52.0,"Male",34729.5,15139.0,53.0,"50-59","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
72.0,5136.0,846.0,187104.0,24.0,7796.0,1.0,72.0,"monthly issuance",1020.0,1020.0,"False",72.0,"Female",133377.7,17375.0,19.0,"0-19","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
32.0,5337.0,1886.0,162468.0,36.0,4513.0,1.0,32.0,"monthly issuance",2288.0,2288.0,"True",32.0,"Female",74638.8,-14855.0,39.0,"30-39","north Bohemia",32.0,19.0,9.0,10.0,0.81,9272.0,0.118,0.4200000000000004,0.0015705610234346742
60.0,5495.0,2580.0,89340.0,60.0,1489.0,1.0,60.0,"monthly issuance",3113.0,3113.0,"True",60.0,"Female",41522.6,7400.0,25.0,"21-29","south Moravia",49.0,41.0,5.0,4.0,0.519,8441.0,0.115,1.0300000000000002,0.0033712028777238504
60.0,7013.0,9928.0,89340.0,60.0,1489.0,1.0,60.0,"monthly issuance",11912.0,12220.0,"True",60.0,"Female",42227.6,7478.0,25.0,"21-29","south Moravia",49.0,41.0,5.0,4.0,0.519,8441.0,0.115,1.0300000000000002,0.0033712028777238504
1.0,6012.0,4994.0,258444.0,36.0,7179.0,1.0,1.0,"weekly issuance",6033.0,6033.0,"False",1.0,"Male",53892.1,7698.0,30.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
5.0,6471.0,7184.0,155640.0,24.0,6485.0,1.0,5.0,"monthly issuance",8670.0,8670.0,"False",5.0,"Female",40494.6,6929.0,54.0,"50-59","central Bohemia",65.0,30.0,5.0,6.0,0.514,9307.0,0.118,0.5799999999999996,0.004434404283801874
3.0,6296.0,6358.0,270384.0,48.0,5633.0,1.0,3.0,"monthly issuance",7678.0,7678.0,"False",3.0,"Male",57835.1,-24603.0,34.0,"30-39","central Bohemia",55.0,26.0,5.0,5.0,0.41700000000000004,8980.0,0.111,0.26,-1.4621437686091024E-4
61.0,7305.0,11359.0,54024.0,12.0,4502.0,1.0,61.0,"monthly issuance",13660.0,13968.0,"False",61.0,"Male",25697.2,-24614.0,28.0,"21-29","south Moravia",139.0,28.0,6.0,6.0,0.5379999999999999,8814.0,0.107,0.9800000000000004,-4.4954494177120704E-4
15.0,6144.0,5593.0,44376.0,12.0,3698.0,1.0,15.0,"monthly issuance",6753.0,6753.0,"False",15.0,"Male",68241.5,15406.0,34.0,"30-39","south Bohemia",22.0,16.0,8.0,5.0,0.519,9045.0,0.124,0.4700000000000002,5.782706306551466E-4
64.0,6283.0,6289.0,85632.0,48.0,1784.0,1.0,64.0,"monthly issuance",7594.0,7594.0,"False",64.0,"Female",99938.7,5878.0,47.0,"40-49","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
59.0,7246.0,11054.0,148920.0,60.0,2482.0,1.0,59.0,"weekly issuance",13282.0,13590.0,"False",59.0,"Male",15278.6,-8841.0,19.0,"0-19","south Moravia",41.0,29.0,9.0,6.0,0.621,8444.0,0.106,0.22999999999999998,-0.0026637029144583957
32.0,5088.0,544.0,91152.0,24.0,3798.0,1.0,32.0,"monthly issuance",655.0,655.0,"False",32.0,"Male",39378.8,-21040.0,54.0,"50-59","north Bohemia",32.0,19.0,9.0,10.0,0.81,9272.0,0.118,0.4200000000000004,0.0015705610234346742
52.0,5988.0,4851.0,141648.0,24.0,5902.0,1.0,52.0,"monthly issuance",5858.0,5858.0,"True",52.0,"Male",88710.1,12672.0,44.0,"40-49","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
69.0,5282.0,1583.0,388512.0,48.0,8094.0,-1.0,69.0,"issuance after transaction",1917.0,1917.0,"False",69.0,"Female",38697.3,1842.0,27.0,"21-29","north Moravia",4.0,13.0,6.0,3.0,0.484,8173.0,0.124,4.185,-0.03675766563134911
4.0,5938.0,4650.0,402000.0,60.0,6700.0,1.0,4.0,"monthly issuance",5606.0,5606.0,"False",4.0,"Male",17232.1,3696.0,16.0,"0-19","central Bohemia",63.0,29.0,8.0,6.0,0.674,9753.0,0.109,0.41000000000000014,0.004323083799777174
59.0,5606.0,3084.0,253512.0,36.0,7042.0,-1.0,59.0,"weekly issuance",3730.0,3730.0,"False",59.0,"Female",13318.4,1902.0,51.0,"50-59","south Moravia",41.0,29.0,9.0,6.0,0.621,8444.0,0.106,0.22999999999999998,-0.0026637029144583957
1.0,5385.0,2143.0,71460.0,36.0,1985.0,1.0,1.0,"monthly issuance",2592.0,2592.0,"True",1.0,"Female",49648.9,8930.0,16.0,"0-19","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
72.0,6865.0,9199.0,29448.0,12.0,2454.0,-1.0,72.0,"monthly issuance",11019.0,11327.0,"False",72.0,"Male",43790.6,-5620.0,49.0,"40-49","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
77.0,5586.0,2994.0,48744.0,36.0,1354.0,1.0,77.0,"monthly issuance",3616.0,3616.0,"False",77.0,"Female",62891.3,12578.0,32.0,"30-39","north Moravia",8.0,35.0,15.0,4.0,0.535,8909.0,0.113,1.5499999999999998,8.751556767309569E-4
48.0,6302.0,6397.0,181020.0,60.0,3017.0,1.0,48.0,"monthly issuance",7723.0,7723.0,"True",48.0,"Female",45526.0,-17245.0,30.0,"30-39","east Bohemia",50.0,24.0,9.0,9.0,0.59,9060.0,0.124,0.6599999999999999,7.852574251155721E-4
1.0,7194.0,10762.0,68832.0,36.0,1912.0,1.0,1.0,"monthly issuance",12923.0,13231.0,"False",1.0,"Male",51540.7,7650.0,37.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
12.0,6461.0,7136.0,74124.0,36.0,2059.0,1.0,12.0,"weekly issuance",8615.0,8615.0,"False",12.0,"Female",25658.0,3785.0,57.0,"50-59","central Bohemia",84.0,29.0,7.0,6.0,0.58,8754.0,0.137,0.47999999999999954,5.933067581347919E-4
47.0,6732.0,8533.0,174048.0,48.0,3626.0,1.0,47.0,"monthly issuance",10220.0,10528.0,"False",47.0,"Female",54140.4,4511.0,45.0,"40-49","east Bohemia",83.0,26.0,6.0,6.0,0.728,9538.0,0.111,0.30000000000000004,-0.004114897281338418
69.0,6613.0,7926.0,84120.0,24.0,3505.0,1.0,69.0,"weekly issuance",9490.0,9798.0,"False",69.0,"Female",45528.9,15988.0,47.0,"40-49","north Moravia",4.0,13.0,6.0,3.0,0.484,8173.0,0.124,4.185,-0.03675766563134911
8.0,7036.0,10019.0,194940.0,36.0,5415.0,1.0,8.0,"monthly issuance",12017.0,12325.0,"False",8.0,"Male",34212.3,2138.0,32.0,"30-39","central Bohemia",95.0,19.0,8.0,8.0,0.6940000000000001,11277.0,0.127,0.18999999999999995,-0.001713291393387766
24.0,5897.0,4476.0,15192.0,24.0,633.0,1.0,24.0,"monthly issuance",5399.0,5399.0,"False",24.0,"Female",17351.9,6397.0,24.0,"21-29","west Bohemia",25.0,21.0,8.0,8.0,0.8,8991.0,0.128,0.6199999999999999,6.117305449295695E-4
64.0,6995.0,9814.0,96168.0,12.0,8014.0,1.0,64.0,"weekly issuance",11771.0,12079.0,"False",64.0,"Female",3609.3,171.0,24.0,"21-29","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
73.0,5415.0,2236.0,139464.0,36.0,3874.0,-1.0,73.0,"monthly issuance",2708.0,2708.0,"False",73.0,"Male",41662.8,3204.0,38.0,"30-39","north Moravia",17.0,49.0,14.0,7.0,0.564,8746.0,0.09,0.41000000000000014,4.285078587242552E-4
60.0,7136.0,10436.0,54396.0,36.0,1511.0,1.0,60.0,"monthly issuance",12532.0,12840.0,"False",60.0,"Male",36208.8,6034.0,57.0,"50-59","south Moravia",49.0,41.0,5.0,4.0,0.519,8441.0,0.115,1.0300000000000002,0.0033712028777238504
12.0,7271.0,11186.0,392460.0,60.0,6541.0,1.0,12.0,"monthly issuance",13442.0,13750.0,"True",12.0,"Female",53259.7,-30960.0,16.0,"0-19","central Bohemia",84.0,29.0,7.0,6.0,0.58,8754.0,0.137,0.47999999999999954,5.933067581347919E-4
1.0,5375.0,2106.0,101520.0,12.0,8460.0,1.0,1.0,"monthly issuance",2550.0,2550.0,"False",1.0,"Female",16720.8,3824.0,20.0,"21-29","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
1.0,5635.0,3230.0,77184.0,36.0,2144.0,1.0,1.0,"monthly issuance",3907.0,3907.0,"False",1.0,"Female",22446.0,1181.0,42.0,"40-49","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
