status,loan_id,account_id,loan_amount,loan_duration,loan_payments,account_district_id,disp_id,client_id,has_disponent,client_district_id,last_balance,mean_balance,min_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,age_on_loan_request,age_on_loan_request_disc,account_frequency_issuance after transaction,account_frequency_monthly issuance,account_frequency_weekly issuance,gender_Female,gender_Male
-1,5128,808,215616,48,4492,69,968,968,False,69,8640.6,21447.624590163938,-3424.6,864,69,4.0,4,13,6,3,0.484,8173,0.124,1.0602370158708665,-0.0051739073122651,39,2.0,0.0,1.0,0.0,0.0,1.0
1,5470,2456,200976,48,4187,65,2966,2966,False,65,47431.4,47938.06571428571,600.0,-17182,65,6.0,101,41,5,4,0.437,8403,0.105,-0.0200000000000004,0.0049124343257443,41,3.0,0.0,1.0,0.0,0.0,1.0
-1,5593,3037,277884,36,7719,44,3670,3670,False,44,11614.0,46487.00256410256,1000.0,504,44,2.0,77,26,9,7,0.53,8254,0.097,0.9699999999999998,0.001505596272939,16,0.0,0.0,1.0,0.0,1.0,0.0
1,5350,1967,249312,48,5194,26,2392,2392,False,26,55426.5,35914.855,900.0,9360,26,7.0,0,0,1,1,1.0,10787,0.131,0.4499999999999997,0.0012907086577216,41,3.0,0.0,0.0,1.0,0.0,1.0
-1,6063,5213,320976,48,6687,1,6299,6299,False,1,46462.2,49482.96800000001,1000.0,-43825,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,60,5.0,0.0,1.0,0.0,0.0,1.0
-1,6501,7418,30276,12,2523,21,8888,9196,False,21,24930.3,31318.872826086943,1000.0,-14385,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.0005321876784038,57,4.0,0.0,1.0,0.0,1.0,0.0
1,5452,2352,49440,60,824,70,2843,2843,False,70,45021.6,47798.86545454544,300.0,7121,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,30,2.0,0.0,1.0,0.0,1.0,0.0
-1,4961,19,30276,12,2523,21,25,25,False,21,15854.0,25197.0925,715.0,-15083,21,5.0,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.0005321876784038,57,4.0,0.0,1.0,0.0,1.0,0.0
1,4973,67,165960,24,6915,16,78,78,False,16,23703.8,52523.2448,700.0,-36296,16,5.0,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,52,4.0,0.0,1.0,0.0,1.0,0.0
1,6190,5794,123600,60,2060,70,7010,7010,True,70,15505.6,39514.67755102041,300.0,1550,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,29,1.0,0.0,1.0,0.0,0.0,1.0
1,6715,8411,220620,60,3677,20,10081,10389,False,20,26428.9,36907.45625,1100.0,-15878,20,5.0,94,14,4,4,0.584,8547,0.12,0.9900000000000002,-0.000297256744897,53,4.0,0.0,1.0,0.0,1.0,0.0
-1,5892,4462,66480,24,2770,73,5384,5384,False,73,34891.2,34798.28,900.0,6978,73,4.0,17,49,14,7,0.564,8746,0.09,0.4100000000000001,0.0004285078587242,61,5.0,0.0,0.0,1.0,0.0,1.0
1,6550,7614,320592,48,6679,62,9119,9427,True,62,69148.6,60781.30681818181,500.0,-38133,62,6.0,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,26,1.0,0.0,1.0,0.0,1.0,0.0
1,5706,3608,161496,36,4486,72,4352,4352,False,72,29371.5,33219.90000000001,500.0,4225,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144,25,1.0,0.0,0.0,1.0,0.0,1.0
1,5148,940,284280,60,4738,37,1133,1133,True,37,94617.3,64182.64148936169,300.0,-35733,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999996,0.0001666578951984,38,2.0,0.0,1.0,0.0,1.0,0.0
1,6734,8547,173016,36,4806,14,10235,10543,False,14,88331.6,61799.24361702125,300.0,8030,14,5.0,69,27,11,9,0.748,10045,0.135,0.29,-0.0017390227705052,51,4.0,0.0,0.0,1.0,1.0,0.0
1,6109,5422,368880,60,6148,66,6544,6544,True,66,105727.0,60030.74340659339,1100.0,8955,66,6.0,151,41,5,5,0.483,8512,0.102,0.6100000000000003,-0.0011443829868395,22,1.0,0.0,1.0,0.0,0.0,1.0
1,6961,9645,176148,36,4893,38,11565,11873,False,38,53592.6,47154.5,1100.0,-17186,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,33,2.0,0.0,1.0,0.0,1.0,0.0
1,6810,9006,186384,48,3883,40,10785,11093,False,40,21033.8,61578.301578947365,700.0,5108,40,3.0,9,16,9,8,0.853,9317,0.097,0.5800000000000001,-0.0006010084453394,37,2.0,0.0,0.0,1.0,0.0,1.0
1,5494,2572,360000,48,7500,64,3103,3103,False,64,64765.2,51149.65514705882,600.0,-50549,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,23,1.0,1.0,0.0,0.0,1.0,0.0
1,5311,1766,30060,60,501,28,2141,2141,False,28,48523.3,37213.407526881725,500.0,7487,28,7.0,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526,45,3.0,0.0,1.0,0.0,0.0,1.0
1,5445,2322,46320,24,1930,33,2809,2809,False,33,26652.7,43657.81348314607,900.0,7246,33,3.0,24,17,10,11,0.847,8705,0.116,1.8600000000000003,0.0015623014419519,17,0.0,0.0,1.0,0.0,0.0,1.0
1,5301,1698,141948,36,3943,68,2063,2063,False,68,47239.7,32592.68,800.0,11809,68,4.0,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.0011536041389918,46,3.0,0.0,1.0,0.0,1.0,0.0
1,7034,10001,19044,36,529,24,11995,12303,False,24,50167.6,43121.75507246376,600.0,3583,24,7.0,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295,22,1.0,0.0,1.0,0.0,1.0,0.0
1,6751,8680,85716,36,2381,17,10394,10702,True,17,36516.9,31337.25789473684,800.0,-8412,17,5.0,99,15,6,7,0.614,8114,0.119,0.2400000000000002,0.0024033917528557,58,4.0,0.0,1.0,0.0,0.0,1.0
1,6667,8127,155880,24,6495,37,9732,10040,True,37,44564.6,63263.1471830986,1000.0,8449,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999996,0.0001666578951984,28,1.0,0.0,1.0,0.0,1.0,0.0
1,6130,5541,32640,48,680,43,6691,6691,False,43,18800.0,25906.40934579439,300.0,3761,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488,54,4.0,0.0,1.0,0.0,0.0,1.0
1,5429,2268,20196,36,561,1,2746,2746,False,1,65684.6,52636.598958333336,200.0,7796,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,25,1.0,0.0,1.0,0.0,0.0,1.0
1,5725,3679,444864,48,9268,64,4434,4434,True,64,41743.9,32404.7734375,800.0,7987,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,32,2.0,0.0,1.0,0.0,0.0,1.0
1,6019,5033,11400,12,950,54,6077,6077,False,54,27820.2,27533.66363636364,300.0,5435,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,16,0.0,0.0,1.0,0.0,1.0,0.0
1,6421,6985,96768,36,2688,38,8432,8432,True,38,37396.4,51611.342424242415,900.0,10797,38,3.0,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,29,1.0,0.0,1.0,0.0,1.0,0.0
1,6992,9790,133968,48,2791,52,11742,12050,True,52,34729.5,46772.31518987341,200.0,15139,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,53,4.0,0.0,1.0,0.0,0.0,1.0
1,5136,846,187104,24,7796,72,1020,1020,False,72,133377.7,66292.372,300.0,17375,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144,19,0.0,0.0,1.0,0.0,1.0,0.0
1,5337,1886,162468,36,4513,32,2288,2288,True,32,74638.8,51279.553333333344,700.0,-14855,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346,39,2.0,0.0,1.0,0.0,1.0,0.0
1,5495,2580,89340,60,1489,60,3113,3113,True,60,41522.6,39644.76363636364,500.0,7400,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238,25,1.0,0.0,1.0,0.0,1.0,0.0
1,7013,9928,89340,60,1489,60,11912,12220,True,60,42227.6,40005.48181818182,500.0,7478,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238,25,1.0,0.0,1.0,0.0,1.0,0.0
1,6012,4994,258444,36,7179,1,6033,6033,False,1,53892.1,40688.1375,600.0,7698,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,30,2.0,0.0,0.0,1.0,0.0,1.0
1,6471,7184,155640,24,6485,5,8670,8670,False,5,40494.6,45183.34952380952,500.0,6929,5,1.0,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.0044344042838018,54,4.0,0.0,1.0,0.0,1.0,0.0
1,6296,6358,270384,48,5633,3,7678,7678,False,3,57835.1,47654.24482758621,700.0,-24603,3,1.0,55,26,5,5,0.417,8980,0.111,0.26,-0.0001462143768609,34,2.0,0.0,1.0,0.0,0.0,1.0
1,7305,11359,54024,12,4502,61,13660,13968,False,61,25697.2,36480.185034013615,1000.0,-24614,61,6.0,139,28,6,6,0.5379999999999999,8814,0.107,0.9800000000000004,-0.0004495449417712,28,1.0,0.0,1.0,0.0,0.0,1.0
1,6144,5593,44376,12,3698,15,6753,6753,False,15,68241.5,53505.21538461538,800.0,15406,15,5.0,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551,34,2.0,0.0,1.0,0.0,0.0,1.0
1,6283,6289,85632,48,1784,64,7594,7594,False,64,99938.7,65066.73529411766,800.0,5878,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,47,3.0,0.0,1.0,0.0,1.0,0.0
1,7246,11054,148920,60,2482,59,13282,13590,False,59,15278.6,32435.319354838703,400.0,-8841,59,6.0,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,19,0.0,0.0,0.0,1.0,0.0,1.0
1,5088,544,91152,24,3798,32,655,655,False,32,39378.8,44829.54415584415,400.0,-21040,32,3.0,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346,54,4.0,0.0,1.0,0.0,0.0,1.0
1,5988,4851,141648,24,5902,52,5858,5858,True,52,88710.1,45100.42222222222,200.0,12672,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,44,3.0,0.0,1.0,0.0,0.0,1.0
-1,5282,1583,388512,48,8094,69,1917,1917,False,69,38697.3,21371.320000000003,-2838.8,1842,69,4.0,4,13,6,3,0.484,8173,0.124,1.0602370158708665,-0.0051739073122651,27,1.0,1.0,0.0,0.0,1.0,0.0
1,5938,4650,402000,60,6700,4,5606,5606,False,4,17232.1,21568.935185185197,200.0,3696,4,1.0,63,29,8,6,0.674,9753,0.109,0.4100000000000001,0.0043230837997771,16,0.0,0.0,1.0,0.0,0.0,1.0
-1,5606,3084,253512,36,7042,59,3730,3730,False,59,13318.4,37095.84482758621,300.0,1902,59,6.0,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,51,4.0,0.0,0.0,1.0,1.0,0.0
1,5385,2143,71460,36,1985,1,2592,2592,True,1,49648.9,49220.9806451613,700.0,8930,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,16,0.0,0.0,1.0,0.0,1.0,0.0
-1,6865,9199,29448,12,2454,72,11019,11327,False,72,43790.6,28977.436363636363,800.0,-5620,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144,49,3.0,0.0,1.0,0.0,0.0,1.0
1,5586,2994,48744,36,1354,77,3616,3616,False,77,62891.3,42930.20714285715,900.0,12578,77,4.0,8,35,15,4,0.535,8909,0.113,1.5499999999999998,0.0008751556767309,32,2.0,0.0,1.0,0.0,1.0,0.0
1,6302,6397,181020,60,3017,48,7723,7723,True,48,45526.0,34005.90645161291,500.0,-17245,48,2.0,50,24,9,9,0.59,9060,0.124,0.6599999999999999,0.0007852574251155,30,2.0,0.0,1.0,0.0,1.0,0.0
1,7194,10762,68832,36,1912,1,12923,13231,False,1,51540.7,37557.05471698113,700.0,7650,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,37,2.0,0.0,1.0,0.0,0.0,1.0
1,6461,7136,74124,36,2059,12,8615,8615,False,12,25658.0,54371.29918032787,400.0,3785,12,1.0,84,29,7,6,0.58,8754,0.137,0.4799999999999995,0.0005933067581347,57,4.0,0.0,0.0,1.0,1.0,0.0
1,6732,8533,174048,48,3626,47,10220,10528,False,47,54140.4,72968.38115942031,600.0,4511,47,2.0,83,26,6,6,0.728,9538,0.111,0.3,-0.0041148972813384,45,3.0,0.0,1.0,0.0,1.0,0.0
1,6613,7926,84120,24,3505,69,9490,9798,False,69,45528.9,56910.6894736842,900.0,15988,69,4.0,4,13,6,3,0.484,8173,0.124,1.0602370158708665,-0.0051739073122651,47,3.0,0.0,0.0,1.0,1.0,0.0
1,7036,10019,194940,36,5415,8,12017,12325,False,8,34212.3,56669.78791208792,600.0,2138,8,1.0,95,19,8,8,0.6940000000000001,11277,0.127,0.1899999999999999,-0.0017132913933877,32,2.0,0.0,1.0,0.0,0.0,1.0
1,5897,4476,15192,24,633,24,5399,5399,False,24,17351.9,29941.905325443782,500.0,6397,24,7.0,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295,24,1.0,0.0,1.0,0.0,1.0,0.0
1,6995,9814,96168,12,8014,64,11771,12079,False,64,3609.3,50492.688590604026,600.0,171,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,24,1.0,0.0,0.0,1.0,1.0,0.0
-1,5415,2236,139464,36,3874,73,2708,2708,False,73,41662.8,31532.74838709678,300.0,3204,73,4.0,17,49,14,7,0.564,8746,0.09,0.4100000000000001,0.0004285078587242,38,2.0,0.0,1.0,0.0,0.0,1.0
1,7136,10436,54396,36,1511,60,12532,12840,False,60,36208.8,30293.70869565218,800.0,6034,60,6.0,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238,57,4.0,0.0,1.0,0.0,0.0,1.0
1,7271,11186,392460,60,6541,12,13442,13750,True,12,53259.7,57131.740559440565,900.0,-30960,12,1.0,84,29,7,6,0.58,8754,0.137,0.4799999999999995,0.0005933067581347,16,0.0,0.0,1.0,0.0,1.0,0.0
1,5375,2106,101520,12,8460,1,2550,2550,False,1,16720.8,26449.09210526316,400.0,3824,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,20,1.0,0.0,1.0,0.0,1.0,0.0
1,5635,3230,77184,36,2144,1,3907,3907,False,1,22446.0,50722.27012987013,200.0,1181,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,42,3.0,0.0,1.0,0.0,1.0,0.0
1,6817,9024,70656,48,1472,1,10806,11114,False,1,22476.1,32646.85094339623,600.0,5283,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,44,3.0,0.0,1.0,0.0,0.0,1.0
1,5923,4585,64656,48,1347,27,5526,5526,True,27,44749.0,25896.466666666664,200.0,11187,27,7.0,71,19,10,7,0.4379999999999999,8561,0.11,0.64,0.0014562096941959,50,4.0,0.0,1.0,0.0,0.0,1.0
1,5329,1862,396120,60,6602,19,2259,2259,False,19,88610.1,58855.27789473683,500.0,-37988,19,5.0,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227,47,3.0,0.0,0.0,1.0,1.0,0.0
1,6644,8039,93600,24,3900,9,9622,9930,False,9,26235.8,40078.70727272726,900.0,5081,9,1.0,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.0061467348544453,24,1.0,0.0,1.0,0.0,0.0,1.0
1,6354,6688,22968,36,638,16,8076,8076,False,16,38831.0,23324.936363636363,1000.0,9707,16,5.0,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,46,3.0,0.0,1.0,0.0,1.0,0.0
1,5082,501,262980,60,4383,13,603,603,False,13,76081.3,41729.61607142857,900.0,6340,13,1.0,61,22,2,2,0.413,8598,0.123,0.4899999999999997,0.0051556907327386,31,2.0,0.0,1.0,0.0,1.0,0.0
1,6585,7795,372120,60,6202,64,9333,9641,True,64,46580.5,64044.04593023256,500.0,2117,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,52,4.0,0.0,1.0,0.0,0.0,1.0
1,6921,9422,86184,12,7182,70,11288,11596,False,70,43157.5,59935.27142857144,300.0,-39177,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,56,4.0,0.0,1.0,0.0,1.0,0.0
1,5366,2062,86184,12,7182,70,2501,2501,False,70,39660.8,60273.67857142856,300.0,-39614,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,56,4.0,0.0,1.0,0.0,1.0,0.0
1,5886,4447,192744,36,5354,62,5364,5364,True,62,27799.1,62590.42307692308,200.0,6949,62,6.0,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,33,2.0,0.0,1.0,0.0,0.0,1.0
1,5741,3754,68544,24,2856,37,4529,4529,True,37,23729.8,44948.62592592592,900.0,-22624,37,3.0,71,26,8,9,0.623,9065,0.123,0.9299999999999996,0.0001666578951984,20,1.0,0.0,0.0,1.0,0.0,1.0
1,4996,132,88440,12,7370,40,158,158,True,40,79007.6,62778.09032258067,200.0,13151,40,3.0,9,16,9,8,0.853,9317,0.097,0.5800000000000001,-0.0006010084453394,51,4.0,1.0,0.0,0.0,1.0,0.0
1,6015,5001,110112,24,4588,53,6042,6042,False,53,135658.1,76232.70000000001,700.0,14782,53,6.0,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.0004911454809982,33,2.0,0.0,1.0,0.0,0.0,1.0
1,6309,6434,110136,24,4589,1,7765,7765,False,1,40746.5,50815.80476190477,400.0,3689,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,39,2.0,0.0,1.0,0.0,1.0,0.0
1,6073,5263,276300,60,4605,64,6359,6359,False,64,27578.1,25997.563043478265,500.0,4439,64,6.0,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,20,1.0,0.0,1.0,0.0,0.0,1.0
1,6006,4948,359760,60,5996,43,5977,5977,False,43,39959.4,32434.69375,900.0,3674,43,2.0,73,21,7,6,0.763,9425,0.125,0.78,-0.0011986110939488,17,0.0,0.0,1.0,0.0,0.0,1.0
1,5611,3115,321180,60,5353,14,3767,3767,True,14,37183.5,40524.46315789474,700.0,-22118,14,5.0,69,27,11,9,0.748,10045,0.135,0.29,-0.0017390227705052,60,5.0,0.0,1.0,0.0,0.0,1.0
1,6944,9548,46176,48,962,62,11446,11754,False,62,38725.1,33613.105882352946,1000.0,8056,62,6.0,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,30,2.0,0.0,1.0,0.0,0.0,1.0
1,7101,10297,421008,48,8771,14,12354,12662,False,14,31168.0,37436.422,600.0,9058,14,5.0,69,27,11,9,0.748,10045,0.135,0.29,-0.0017390227705052,43,3.0,0.0,1.0,0.0,0.0,1.0
1,6599,7859,72120,12,6010,52,9409,9717,True,52,98631.7,75686.06568627452,1000.0,-32222,52,2.0,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,44,3.0,0.0,1.0,0.0,1.0,0.0
1,6940,9510,228276,36,6341,1,11401,11709,True,1,53707.9,41402.135,500.0,8951,1,0.0,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,35,2.0,0.0,1.0,0.0,0.0,1.0
1,5209,1250,182640,48,3805,62,1509,1509,False,62,23898.3,37802.23,600.0,-16213,62,6.0,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,55,4.0,0.0,1.0,0.0,1.0,0.0
1,5388,2153,61560,12,5130,31,2606,2606,False,31,20051.1,32967.71267605635,200.0,-21478,31,7.0,34,12,4,4,0.5920000000000001,8930,0.108,0.6800000000000002,0.002416541617134,54,4.0,0.0,0.0,1.0,0.0,1.0
1,6011,4981,179328,48,3736,54,6015,6015,False,54,36074.7,44093.97115384616,200.0,6565,54,6.0,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,23,1.0,0.0,1.0,0.0,0.0,1.0
1,5591,3021,155616,48,3242,10,3649,3649,False,10,24447.1,39426.07,300.0,-15179,10,1.0,55,29,7,5,0.467,10124,0.141,-0.02,0.0054949828417531,37,2.0,0.0,1.0,0.0,1.0,0.0
1,7154,10520,417600,60,6960,55,12635,12943,False,55,58638.6,43196.74411764707,200.0,4188,55,6.0,49,70,18,9,0.3389999999999999,8743,0.111,0.5500000000000003,0.0014964149717909,26,1.0,1.0,0.0,0.0,0.0,1.0
1,7130,10411,123408,24,5142,39,12502,12810,False,39,8357.1,28359.255384615382,700.0,7511,39,3.0,17,4,5,4,0.899,10446,0.09,2.0600000000000005,-0.0017014888027023,32,2.0,1.0,0.0,0.0,0.0,1.0
1,6818,9030,155616,48,3242,72,10813,11121,True,72,60694.1,44197.50988372093,200.0,5313,72,4.0,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144,26,1.0,0.0,1.0,0.0,1.0,0.0
-1,5625,3189,222180,60,3703,29,3855,3855,False,29,59578.8,55230.444067796605,800.0,4583,29,7.0,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723,58,4.0,0.0,1.0,0.0,0.0,1.0
1,6805,8972,45024,48,938,70,10742,11050,False,70,38384.3,41994.907692307694,800.0,8387,70,4.0,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,40,3.0,0.0,1.0,0.0,1.0,0.0
1,7233,10963,115812,36,3217,16,13172,13480,False,16,41878.1,56646.51612903225,1100.0,2204,16,5.0,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,44,3.0,0.0,1.0,0.0,0.0,1.0
1,7308,11362,129408,24,5392,67,13663,13971,False,67,24199.5,30869.781308411217,1000.0,5510,67,4.0,38,25,8,6,0.631,8110,0.109,0.7800000000000002,-0.0015558111905255,34,2.0,0.0,1.0,0.0,1.0,0.0
